row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày 1 tháng 1 năm 2017,Nguyên giá > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,3.868.178.000,661.500.000,139.440.184,4.669.118.184,3868178000.0,661500000.0,139440184.0,4669118184.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,-,77.299.000,77.299.000,,,77299000.0,77299000.0
Tại ngày 31 tháng 12 năm 2017,Nguyên giá > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,3.868.178.000,661.500.000,216.739.184,4.746.417.184,3868178000.0,661500000.0,216739184.0,4746417184.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,
Tại ngày 1 tháng 1 năm 2017,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,132.259.941,333.344.229,88.067.475,553.671.645,132259941.0,333344229.0,88067475.0,553671645.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,77.428.356,85.299.996,17.717.400,180.445.752,77428356.0,85299996.0,17717400.0,180445752.0
Tại ngày 31 tháng 12 năm 2017,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,209.688.297,418.644.225,105.784.875,734.117.397,209688297.0,418644225.0,105784875.0,734117397.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày 1 tháng 1 năm 2017,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,3.735.918.059,328.155.771,51.372.709,4.115.446.539,3735918059.0,328155771.0,51372709.0,4115446539.0
Tại ngày 31 tháng 12 năm 2017,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,3.658.489.703,242.855.775,110.954.309,4.012.299.787,3658489703.0,242855775.0,110954309.0,4012299787.0
