row_label_raw,row_label_full,Công ty con vay(Thuyết minh 29(b)),Số đầu năm VND > Công ty con vay(Thuyết minh 29(b)),Tăng VND > Công ty con vay(Thuyết minh 29(b)),Giảm VND > Công ty con vay(Thuyết minh 29(b)),Số cuối năm VND > Công ty con vay(Thuyết minh 29(b)),numeric__Số đầu năm VND > Công ty con vay(Thuyết minh 29(b)),numeric__Tăng VND > Công ty con vay(Thuyết minh 29(b)),numeric__Giảm VND > Công ty con vay(Thuyết minh 29(b)),numeric__Số cuối năm VND > Công ty con vay(Thuyết minh 29(b))
Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,Công ty TNHH Một thành viên Thủy điện Thương Lộ,25.000.000.000,-,(2.637.000.000),22.363.000.000,25000000000.0,,-2637000000.0,22363000000.0
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,1.477.000.000,-,(186.000.000),1.291.000.000,1477000000.0,,-186000000.0,1291000000.0
,,,26.477.000.000,-,(2.823.000.000),23.654.000.000,26477000000.0,,-2823000000.0,23654000000.0
Cho vay dài hạn đáo hạn trong vòng một năm,Cho vay dài hạn đáo hạn trong vòng một năm,Cho vay dài hạn đáo hạn trong vòng một năm,(2.823.000.000),-,(4.127.000.000),(6.950.000.000),-2823000000.0,,-4127000000.0,-6950000000.0
,,,23.654.000.000,-,(6.950.000.000),16.704.000.000,23654000000.0,,-6950000000.0,16704000000.0
