row_label_raw,row_label_full,Số đầu năm,Năm nay VND > 5.668.828.304,Năm trước VND > 5.498.654.490,numeric__Năm nay VND > 5.668.828.304,numeric__Năm trước VND > 5.498.654.490
Tăng,Tăng,Tăng,6.745.844.358,5.475.727.011,6745844358.0,5475727011.0
Chi trong năm,Chi trong năm,Chi trong năm,(6.815.464.284),(5.305.553.197),-6815464284.0,-5305553197.0
Số cuối năm,Số cuối năm,Số cuối năm,5.599.208.378,5.668.828.304,5599208378.0,5668828304.0
