row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,201.023.735.729,473.616.888.206,,,201023735729.0,473616888206.0
310,310,310,Nợ ngắn hạn,,42.606.315.734,105.299.537.108,,,42606315734.0,105299537108.0
311,311,311,Phải trả người bán ngắn hạn,13,9.346.271.228,5.574.321.662,,13.0,9346271228.0,5574321662.0
312,312,312,Người mua trả tiền trước ngắn hạn,,594.400.000,1.625.805.100,,,594400000.0,1625805100.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(a),9.822.324.364,8.437.295.307,,,9822324364.0,8437295307.0
314,314,314,Phải trả người lao động,,37.499.154,4.953.202.916,,,37499154.0,4953202916.0
315,315,315,Chi phí phải trả ngắn hạn,,1.937.790.486,439.581.191,,,1937790486.0,439581191.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,621.468.000,828.624.000,,,621468000.0,828624000.0
319,319,319,Phải trả ngắn hạn khác,15(a),10.822.655.124,40.561.014.567,,,10822655124.0,40561014567.0
320,320,320,Vay ngắn hạn,17(a),3.824.699.000,37.210.864.061,,,3824699000.0,37210864061.0
322,322,322,"Quỹ khen thưởng, phúc lợi",16,5.599.208.378,5.668.828.304,,16.0,5599208378.0,5668828304.0
330,330,330,Nợ dài hạn,,158.417.419.995,368.317.351.098,,,158417419995.0,368317351098.0
331,331,331,Phải trả người bán dài hạn,,-,166.630.351,,,,166630351.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,-,621.468.000,,,,621468000.0
337,337,337,Phải trả dài hạn khác,15(b),-,177.155.556.544,,,,177155556544.0
338,338,338,Vay dài hạn,17(b),154.512.494.999,189.463.195.957,,,154512494999.0,189463195957.0
342,342,342,Dự phòng phải trả dài hạn,18,2.994.424.750,-,,18.0,2994424750.0,
343,343,343,Quỹ phát triển khoa học và công nghệ,,910.500.246,910.500.246,,,910500246.0,910500246.0
400,400,400,VỐN CHỦ SỞ HỮU,,1.166.073.979.817,943.913.098.523,,,1166073979817.0,943913098523.0
410,410,410,Vốn chủ sở hữu,,1.166.073.979.817,943.913.098.523,,,1166073979817.0,943913098523.0
411,411,411,Vốn góp của chủ sở hữu,"19, 20",970.912.750.000,744.903.390.000,,,970912750000.0,744903390000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,970.912.750.000,744.903.390.000,,,970912750000.0,744903390000.0
412,412,412,Thặng dư vốn cổ phần,20,28.940.687.153,1.980.358.653,,20.0,28940687153.0,1980358653.0
418,418,418,Quỹ đầu tư phát triển,20,24.927.813.411,21.180.306.796,,20.0,24927813411.0,21180306796.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",20,141.292.729.253,175.849.043.074,,20.0,141292729253.0,175849043074.0
421a,421a,421a,- LNST chưa phân phối lũy kécủa các năm trước,,26.869.193.074,99.074.121.673,,,26869193074.0,99074121673.0
421b,421b,421b,- LNST chưa phân phối năm nay,,114.423.536.179,76.774.921.401,,,114423536179.0,76774921401.0
