row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,21,284.411.855.048,206.495.931.868,,21.0,284411855048.0,206495931868.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,22,131.969.974.191,108.764.997.681,,22.0,131969974191.0,108764997681.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,152.441.880.857,97.730.934.187,,,152441880857.0,97730934187.0
21,21,21,Doanh thu hoạt động tài chính,23,61.440.207.612,77.186.278.255,,23.0,61440207612.0,77186278255.0
22,22,22,Chi phí tài chính,24,17.225.748.001,35.656.490.276,,24.0,17225748001.0,35656490276.0
23,23,23,- Trong đó: Chi phí lãi vay,24,16.564.766.574,29.249.647.062,,24.0,16564766574.0,29249647062.0
25,25,25,Chi phí bán hàng,,960.049.966,124.101.957,,,960049966.0,124101957.0
26,26,26,Chi phí quản lý doanh nghiệp,25,51.438.736.310,35.418.196.046,,25.0,51438736310.0,35418196046.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 -26),,144.257.554.192,103.718.424.163,,,144257554192.0,103718424163.0
31,31,31,Thu nhập khác,,4.570.331.757,5.059.777.060,,,4570331757.0,5059777060.0
32,32,32,Chi phí khác,,10.450.931.890,4.264.655.926,,,10450931890.0,4264655926.0
40,40,40,(Lỗ)/lợi nhuận khác (40 = 31 - 32),26,(5.880.600.133),795.121.134,,26.0,-5880600133.0,795121134.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,138.376.954.059,104.513.545.297,,,138376954059.0,104513545297.0
51,51,51,Chi phí thuế TNDN hiện hành,27,8.269.011.970,3.770.678.366,,27.0,8269011970.0,3770678366.0
52,52,52,Thu nhập thuế TNDN hoãn lại,27,(598.884.950),-,,27.0,-598884950.0,
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,130.706.827.039,100.742.866.931,,,130706827039.0,100742866931.0
