row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế Điều chỉnh:,Lợi nhuận kế toán trước thuế Điều chỉnh:,Lợi nhuận kế toán trước thuế Điều chỉnh:,138.376.954.059,104.513.545.297,138376954059.0,104513545297.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(47.003.282.523),(56.648.061.282),-47003282523.0,-56648061282.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,11.617.390.628,2.294.868.285,11617390628.0,2294868285.0
Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,102.991.062.164,50.160.352.300,102991062164.0,50160352300.0
Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,5.704.985.340,3.299.476.256,5704985340.0,3299476256.0
Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,7.446.613.546,3.366.297.102,7446613546.0,3366297102.0
Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(5.854.683.175),(3.362.113.617),-5854683175.0,-3362113617.0
Bổ sung chi phí thuế TNDN năm trước,Bổ sung chi phí thuế TNDN năm trước,Bổ sung chi phí thuế TNDN năm trước,373.211.309,467.018.625,373211309.0,467018625.0
,,,7.670.127.020,3.770.678.366,7670127020.0,3770678366.0
Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,,,,
Thuế TNDN - hiện hành (Thuyết minh 14(a)),Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế TNDN - hiện hành (Thuyết minh 14(a)),Thuế TNDN - hiện hành (Thuyết minh 14(a)),8.269.011.970,3.770.678.366,8269011970.0,3770678366.0
Thuế TNDN - hoãn lại (**),Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế TNDN - hoãn lại (**),Thuế TNDN - hoãn lại (**),(598.884.950),-,-598884950.0,
,,,7.670.127.020,3.770.678.366,7670127020.0,3770678366.0
