row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Tổng Công ty Điện lực Miền Trung,Bên liên quan khác,Doanh thu bán điện Mua điện,200.162.340.268-,143.040.547.279245.098.900,,,,1.430405472792451e+20
Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Công ty Cổ phần Năng lượng TTC,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ Chi phí chi hộ,9.550.982.000349.720.553,-,,,9.55098200034972e+18,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa và dịch vụ,-6.517.581.187,1.002.790.000604.000.000,,,-6517581187.0,1.002790000604e+18
Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Công ty Cổ phần Mía đường Thành Thành Công Tây Ninh,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ Mua hàng hóa và dịch vụ Chi phí chi hộ,1.119.399.000333.250.00029.983.792,-219.721.629-,,,1.11939900033325e+26,
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Bên liên quan khác,Doanh thu bán hàng và cung cấp dịch vụ Cho vayThu hồi khoản cho vayLãi cho vay,97.145.460500.000.000500.000.0004.513.889,19.890.909-,,,9.71454605e+32,
