row_label_raw,row_label_full,Các bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHH Đầu tư Tân Hiệp,Công ty TNHH Đầu tư Tân Hiệp,Công ty TNHH Đầu tư Tân Hiệp,Bên liên quan,Thuế nhà mẫu Mua vila,1.516.363.630 963.489.000,1.120.000.000 -,,,,
Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Chủ tịch,Cổ tức phải trả Chuyển tiền mua cổ phần Ứng tiền mua cổ phần,8.518.757.940 24.291.250.000,7.741.922.314 10.341.000.000,,,,
Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang > Ông Nguyễn Xuân Quang,Ông Nguyễn Xuân Quang,Chủ tịch,Cổ tức phải trả Chuyển tiền mua cổ phần Ứng tiền mua cổ phần,8.518.757.940 24.291.250.000,13.350.000.000,,,,13350000000.0
Ông Trần Thanh Phong,Ông Nguyễn Xuân Quang > Ông Trần Thanh Phong,Ông Trần Thanh Phong,Phó chủ tịch,Cổ tức phải trả,4.019.523.700,4.490.560.326,,,4019523700.0,4490560326.0
Bà Nguyễn Thị Bích Ngọc,Ông Nguyễn Xuân Quang > Bà Nguyễn Thị Bích Ngọc,Bà Nguyễn Thị Bích Ngọc,Bên liên quan,Cổ tức phải trả,4.314.756.460,4.764.857.390,,,4314756460.0,4764857390.0
Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bà Nguyễn Thị Ngọc Lan,Bên liên quan,Hoàn trả gốc vay Trả lãi vay Vay,1.000.000.000 114.000.000 -,2.000.000.000 - 1.000.000.000,,,,
Ông Bùi Đức Khang,Bà Nguyễn Thị Ngọc Lan > Ông Bùi Đức Khang,Ông Bùi Đức Khang,Thành viên,Hoàn tiền vay,-,1.500.000.000,,,,1500000000.0
Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bà Nguyễn Thị Phúc Nguyên,Bên liên quan,Mua cổ phần trong Nguyên Phúc Vay Lãi vay,22.084.500.000 2.675.966.000 349.407.488,- 2.267.955.000 -,,,,
