row_label_raw,row_label_full,col_0,Số cuối nămSố lượng,Số đầu nămSố lượng,numeric__Số cuối nămSố lượng,numeric__Số đầu nămSố lượng
Cổ phiếu đã được duyệt,Cổ phiếu đã được duyệt,Cổ phiếu đã được duyệt,141.572.157,133.969.279,141572157.0,133969279.0
Cổ phiếu đã phát hànhCổ phiếu đã đã phát hành và được góp vốnđầy đủ,Cổ phiếu đã phát hànhCổ phiếu đã đã phát hành và được góp vốnđầy đủ,Cổ phiếu đã phát hànhCổ phiếu đã đã phát hành và được góp vốnđầy đủ,141.572.157,133.969.279,141572157.0,133969279.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,141.572.157,133.969.279,141572157.0,133969279.0
Cổ phiếu quỹCổ phiếu quỹ do công ty con nằm giữ,Cổ phiếu quỹCổ phiếu quỹ do công ty con nằm giữ,Cổ phiếu quỹCổ phiếu quỹ do công ty con nằm giữ,6.502.165,6.502.165,6502165.0,6502165.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,6.502.165,6.502.165,6502165.0,6502165.0
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,135.069.992,127.467.114,135069992.0,127467114.0
