row_label_raw,row_label_full,Thuế thu nhập doanh nghiệp (Thuyết minh 27.2) > Thuế giá trị gia tăng,Số đầu năm > 69.367.598.425 > 25.586.463.531,Tăng trong năm > 53.399.063.421 > 100.847.240.570,Giảm trong năm > (53.408.089.397) > (72.863.451.404),VND Số cuối năm > 69.358.572.449 > 53.570.252.697,numeric__Số đầu năm > 69.367.598.425 > 25.586.463.531,numeric__Tăng trong năm > 53.399.063.421 > 100.847.240.570,numeric__Giảm trong năm > (53.408.089.397) > (72.863.451.404),numeric__VND Số cuối năm > 69.358.572.449 > 53.570.252.697
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.599.608.844,22.011.199.821,(20.646.472.814),4.964.335.851,3599608844.0,22011199821.0,-20646472814.0,4964335851.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,98.553.670.800,176.257.503.812,(146.918.013.615),127.893.160.997,98553670800.0,176257503812.0,-146918013615.0,127893160997.0
