row_label_raw,row_label_full,col_0,Năm nay,VNĐNăm trước,numeric__Năm nay,numeric__VNĐNăm trước
Cổ tức đã công bố và đã trả trong kỳ báo cáo,Cổ tức đã công bố và đã trả trong kỳ báo cáo,Cổ tức đã công bố và đã trả trong kỳ báo cáo,Cổ tức đã công bố và đã trả trong kỳ báo cáo,Cổ tức đã công bố và đã trả trong kỳ báo cáo,,
Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông,,
Cổ tức năm 2012:,Cổ tức trên cổ phiếu phổ thông > Cổ tức năm 2012:,Cổ tức năm 2012:,-,58.623.580.674,,58623580674.0
Cổ tức năm 2014 đợt 1:,Cổ tức trên cổ phiếu phổ thông > Cổ tức năm 2014 đợt 1:,Cổ tức năm 2014 đợt 1:,22.968.682.331,-,22968682331.0,
Cổ tức năm 2014 đợt 2:,Cổ tức trên cổ phiếu phổ thông > Cổ tức năm 2014 đợt 2:,Cổ tức năm 2014 đợt 2:,12.421.452.972,-,12421452972.0,
Cổ tức năm 2015 đợt 1:,Cổ tức trên cổ phiếu phổ thông > Cổ tức năm 2015 đợt 1:,Cổ tức năm 2015 đợt 1:,24.681.681.079,-,24681681079.0,
