row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán vốn,Dự phòng chung cho chứng khoán nợ sản sàng để bán,Dự phòng cụ thể cho chứng khoán nợ sản sàng để bán,Tổng,numeric__Dự phòng giảm giá chứng khoán vốn,numeric__Dự phòng chung cho chứng khoán nợ sản sàng để bán,numeric__Dự phòng cụ thể cho chứng khoán nợ sản sàng để bán,numeric__Tổng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,33.050,17.740,75.000,125.790,33050.0,17740.0,75000.0,125790.0
Dự phòng (hoàn nhập)/trích lập trong năm,Dự phòng (hoàn nhập)/trích lập trong năm,Dự phòng (hoàn nhập)/trích lập trong năm,(149),263,-,114,-149.0,263.0,,114.0
,,,32.901,18.003,75.000,125.904,32901.0,18003.0,75000.0,125904.0
