row_label_raw,row_label_full,col_0,Tỷ giá ngày > 31/12/2018VND,Tỷ giá ngày > 31/12/2017VND,numeric__Tỷ giá ngày > 31/12/2018VND,numeric__Tỷ giá ngày > 31/12/2017VND
USD,USD,USD,23.230,22.425,23230.0,22425.0
EUR,EUR,EUR,26.557,27.259,26557.0,27259.0
GBP,GBP,GBP,29.345,30.693,29345.0,30693.0
CHF,CHF,CHF,23.522,23.306,23522.0,23306.0
JPY,JPY,JPY,210,202,210.0,202.0
SGD,SGD,SGD,16.967,16.980,16967.0,16980.0
AUD,AUD,AUD,16.354,17.718,16354.0,17718.0
HKD,HKD,HKD,2.961,2.906,2961.0,2906.0
CAD,CAD,CAD,17.040,18.054,17040.0,18054.0
LAK,LAK,LAK,"2,716","2,696",2.716,2.696
THB,THB,THB,"714,4","694,6",714.4,694.6
