row_label_raw,row_label_full,Chưa quá hạn và chưa bị giảm giá,Đã quá hạn nhưng chưa bị giảm giá,Đã quá hạn nhưng chưa bị giảm giá_1,Đã quá hạn nhưng chưa bị giảm giá_2,Đã quá hạn nhưng chưa bị giảm giá_3,Đã bị giảm giá,Tổng cộng,numeric__Đã quá hạn nhưng chưa bị giảm giá,numeric__Đã quá hạn nhưng chưa bị giảm giá_1,numeric__Đã quá hạn nhưng chưa bị giảm giá_2,numeric__Đã quá hạn nhưng chưa bị giảm giá_3,numeric__Đã bị giảm giá,numeric__Tổng cộng
Chưa quá hạn và chưa bị giảm giá,Chưa quá hạn và chưa bị giảm giá,Chưa quá hạn và chưa bị giảm giá,Quá hạn từ 10 đến 90 ngày,Quá hạn từ 91 đến 180 ngày,Quá hạn từ 181 đến 360 ngày,Quá hạn trên 360 ngày,Đã bị giảm giá,Tổng cộng,,,,,,
3.742.659,Chưa quá hạn và chưa bị giảm giá > 3.742.659,3.742.659,-,-,-,-,-,3.742.659,,,,,,3742659.0
33.513.516,Chưa quá hạn và chưa bị giảm giá > 33.513.516,33.513.516,-,-,-,-,-,33.513.516,,,,,,33513516.0
136.265,Chưa quá hạn và chưa bị giảm giá > 136.265,136.265,-,-,-,-,-,136.265,,,,,,136265.0
187.749.764,Chưa quá hạn và chưa bị giảm giá > 187.749.764,187.749.764,2.891.516,496.370,142.811,551.608,3.609.482,195.441.551,2891516.0,496370.0,142811.0,551608.0,3609482.0,195441551.0
21.059.723,Chưa quá hạn và chưa bị giảm giá > 21.059.723,21.059.723,-,-,-,-,147.544,21.207.267,,,,,147544.0,21207267.0
24.812.837,Chưa quá hạn và chưa bị giảm giá > 24.812.837,24.812.837,-,-,-,-,1.539.909,26.352.746,,,,,1539909.0,26352746.0
271.014.764,Chưa quá hạn và chưa bị giảm giá > 271.014.764,271.014.764,2.891.516,496.370,142.811,551.608,5.296.935,280.394.004,2891516.0,496370.0,142811.0,551608.0,5296935.0,280394004.0
