row_label_raw,row_label_full,col_0,1/1/2017 Phải trả Triệu VND,Số phát sinh trong năm > Phát sinh tăng Triệu VND,Số phát sinh trong năm > Phát sinh giảm Triệu VND,31/12/2017 Phải trả Triệu VND,numeric__1/1/2017 Phải trả Triệu VND,numeric__Số phát sinh trong năm > Phát sinh tăng Triệu VND,numeric__Số phát sinh trong năm > Phát sinh giảm Triệu VND,numeric__31/12/2017 Phải trả Triệu VND
Thuế TNDN,Thuế TNDN,Thuế TNDN,60.315,386.183,(268.272),178.226,60315.0,386183.0,-268272.0,178226.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,41.801,133.870,(132.620),43.051,41801.0,133870.0,-132620.0,43051.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,15.126,33.449,(40.339),8.236,15126.0,33449.0,-40339.0,8236.0
,,,117.242,553.502,(441.231),229.513,117242.0,553502.0,-441231.0,229513.0
