row_label_raw,row_label_full,col_0,31/12/2018Triệu VND,%,31/12/2017Triệu VND,%_1,numeric__31/12/2018Triệu VND,numeric__%,numeric__31/12/2017Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty nhà nước,Cho vay các tổ chức kinh tế > Công ty nhà nước,Công ty nhà nước,18.624.232,"8,58",21.144.378,"10,66",18624232.0,8.58,21144378.0,10.66
Công ty TNHH khác,Cho vay các tổ chức kinh tế > Công ty TNHH khác,Công ty TNHH khác,36.912.609,"17,01",35.056.234,"17,68",36912609.0,17.01,35056234.0,17.68
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiểm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiểm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiểm cổ phần chi phối),13.093.719,"6,03",16.986.532,"8,57",13093719.0,6.03,16986532.0,8.57
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,88.514.778,"40,79",80.842.480,"40,77",88514778.0,40.79,80842480.0,40.77
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,99.079,"0,05",8.321,"0,00",99079.0,0.05,8321.0,0.0
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,3.614.431,"1,67",2.527.685,"1,27",3614431.0,1.67,2527685.0,1.27
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,462.659,"0,21",499.434,"0,25",462659.0,0.21,499434.0,0.25
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,49.403,"0,02",66.194,"0,03",49403.0,0.02,66194.0,0.03
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",53.724.350,"24,77",38.821.106,"19,58",53724350.0,24.77,38821106.0,19.58
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,1.893.621,"0,87",2.338.202,"1,19",1893621.0,0.87,2338202.0,1.19
,,,216.988.881,"100,00",198.290.566,"100,00",216988881.0,100.0,198290566.0,100.0
