row_label_raw,row_label_full,col_0,Dự phòng rủi ro trái phiếu VAMCTriệu VND,Dự phòng rủi ro trái phiếu khácTriệu VND,TổngTriệu VND,numeric__Dự phòng rủi ro trái phiếu VAMCTriệu VND,numeric__Dự phòng rủi ro trái phiếu khácTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.254.887,1.050,1.255.937,1254887.0,1050.0,1255937.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,348.097,13.308,361.405,348097.0,13308.0,361405.0
,,,1.602.984,14.358,1.617.342,1602984.0,14358.0,1617342.0
