row_label_raw,row_label_full,col_0,2018,2017(điều chỉnh lại),2017(theo báo cáotrước đây),numeric__2018,numeric__2017(điều chỉnh lại),numeric__2017(theo báo cáotrước đây)
,,,VND,VND,VND,,,
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,1.390,1.279,1.375,1390.0,1279.0,1375.0
