row_label_raw,row_label_full,col_0,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Triệu VND,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trả,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) > Triệu VND,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trả,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,1.034.938,49.554,(33.929),15.625,1034938.0,49554.0,-33929.0,15625.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,15.656.269,235.958,(193.355),42.603,15656269.0,235958.0,-193355.0,42603.0
,,,16.691.207,285.512,(227.284),58.228,16691207.0,285512.0,-227284.0,58228.0
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2017 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.079.362,31.290,(28.974),2.316,3079362.0,31290.0,-28974.0,2316.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2017 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,24.267.643,604.182,(470.233),133.949,24267643.0,604182.0,-470233.0,133949.0
,,,27.347.005,635.472,(499.207),136.265,27347005.0,635472.0,-499207.0,136265.0
