row_label_raw,row_label_full,col_0,2016VND,2015VND,numeric__2016VND,numeric__2015VND
vii) Đi vay,vii) Đi vay,vii) Đi vay,vii) Đi vay,vii) Đi vay,,
Công ty Cổ phần Bất động sản Thanh Niên,vii) Đi vay > Công ty Cổ phần Bất động sản Thanh Niên,Công ty Cổ phần Bất động sản Thanh Niên,770.048.000.000,-,770048000000.0,
Công ty Cổ phần The Prince Residence,vii) Đi vay > Công ty Cổ phần The Prince Residence,Công ty Cổ phần The Prince Residence,346.000.000.000,30.000.000.000,346000000000.0,30000000000.0
Công ty TNHH Đầu tư và Phát triển Phước Long,vii) Đi vay > Công ty TNHH Đầu tư và Phát triển Phước Long,Công ty TNHH Đầu tư và Phát triển Phước Long,279.000.000.000,62.000.000.000,279000000000.0,62000000000.0
Công ty TNHH Nova Nam Á,vii) Đi vay > Công ty TNHH Nova Nam Á,Công ty TNHH Nova Nam Á,249.730.000.000,-,249730000000.0,
Công ty Cổ phần Cao ốc Phương Đông,vii) Đi vay > Công ty Cổ phần Cao ốc Phương Đông,Công ty Cổ phần Cao ốc Phương Đông,246.600.000.000,-,246600000000.0,
Công ty TNHH Nova Sasco,vii) Đi vay > Công ty TNHH Nova Sasco,Công ty TNHH Nova Sasco,193.500.000.000,-,193500000000.0,
Công ty Cổ phần Nova Richstar,vii) Đi vay > Công ty Cổ phần Nova Richstar,Công ty Cổ phần Nova Richstar,159.000.000.000,-,159000000000.0,
Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,vii) Đi vay > Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,120.000.000.000,-,120000000000.0,
Công ty Cổ phần Bất động Sản Nova Lexington,vii) Đi vay > Công ty Cổ phần Bất động Sản Nova Lexington,Công ty Cổ phần Bất động Sản Nova Lexington,84.000.000.000,55.000.000.000,84000000000.0,55000000000.0
Công ty Cổ phần Nova Festival,vii) Đi vay > Công ty Cổ phần Nova Festival,Công ty Cổ phần Nova Festival,69.554.000.000,-,69554000000.0,
Công ty Cổ phần Đầu tư Địa ốc No Va,vii) Đi vay > Công ty Cổ phần Đầu tư Địa ốc No Va,Công ty Cổ phần Đầu tư Địa ốc No Va,68.300.000.000,180.000.000.000,68300000000.0,180000000000.0
Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,vii) Đi vay > Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,33.600.000.000,-,33600000000.0,
Công ty TNHH Nova Sagel,vii) Đi vay > Công ty TNHH Nova Sagel,Công ty TNHH Nova Sagel,28.000.000.000,-,28000000000.0,
Công ty TNHH Nova Lucky Palace,vii) Đi vay > Công ty TNHH Nova Lucky Palace,Công ty TNHH Nova Lucky Palace,21.020.000.000,15.000.000.000,21020000000.0,15000000000.0
Công ty Cổ phần Nova Princess Residence,vii) Đi vay > Công ty Cổ phần Nova Princess Residence,Công ty Cổ phần Nova Princess Residence,8.813.836.342,-,8813836342.0,
Công ty TNHH Nova An Phú,vii) Đi vay > Công ty TNHH Nova An Phú,Công ty TNHH Nova An Phú,8.750.000.000,-,8750000000.0,
Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,vii) Đi vay > Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,5.700.000.000,-,5700000000.0,
Công ty TNHH Một Thành viên Novaland Agent,vii) Đi vay > Công ty TNHH Một Thành viên Novaland Agent,Công ty TNHH Một Thành viên Novaland Agent,1.000.000.000,-,1000000000.0,
Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Hà An,vii) Đi vay > Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Hà An,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Hà An,-,108.092.926.440,,108092926440.0
Công ty Cổ phần Địa ốc Nova Galaxy,vii) Đi vay > Công ty Cổ phần Địa ốc Nova Galaxy,Công ty Cổ phần Địa ốc Nova Galaxy,-,97.400.000.000,,97400000000.0
Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,vii) Đi vay > Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,-,41.050.000.000,,41050000000.0
Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,-,-,,
Công ty Cổ phần Đầu tư Mê Linh,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn > Công ty Cổ phần Đầu tư Mê Linh,Công ty Cổ phần Đầu tư Mê Linh,-,8.907.073.560,,8907073560.0
Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn > Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,-,6.000.000.000,,6000000000.0
Công ty Cổ phần Địa ốc No Va Mỹ Đình,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn > Công ty Cổ phần Địa ốc No Va Mỹ Đình,Công ty Cổ phần Địa ốc No Va Mỹ Đình,-,6.000.000.000,,6000000000.0
,,,2.692.615.836.342,609.450.000.000,2692615836342.0,609450000000.0
