row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2016 VND,Tại ngày 31 tháng 12 năm > 2015 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2016 VND,numeric__Tại ngày 31 tháng 12 năm > 2015 VND
100,100,100,TÀI SẢN NGẮN HẠN,,11.309.645.554.183,6.606.632.855.495,,,11309645554183.0,6606632855495.0
110,110,110,Tiền và các khoản tương đương tiền,3,2.153.027.696.086,1.811.176.648.805,,3.0,2153027696086.0,1811176648805.0
111,111,111,Tiền,,472.905.282.697,337.493.760.746,,,472905282697.0,337493760746.0
112,112,112,Các khoản tương đương tiền,,1.680.122.413.389,1.473.682.888.059,,,1680122413389.0,1473682888059.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,763.286.000.000,223.896.934.838,,,763286000000.0,223896934838.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),763.286.000.000,223.896.934.838,,,763286000000.0,223896934838.0
130,130,130,Các khoản phải thu ngắn hạn,,5.560.440.373.728,2.805.659.735.055,,,5560440373728.0,2805659735055.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,84.012.548.202,209.914.924.417,,5.0,84012548202.0,209914924417.0
132,132,132,Trả trước cho người bán ngắn hạn,6,168.329.639.170,139.184.645.057,,6.0,168329639170.0,139184645057.0
135,135,135,Phải thu về cho vay ngắn hạn,7,979.893.920.814,954.840.832.154,,7.0,979893920814.0,954840832154.0
136,136,136,Phải thu ngắn hạn khác,8(a),4.328.204.265.542,1.501.719.333.427,,,4328204265542.0,1501719333427.0
140,140,140,Hàng tồn kho,10,2.610.152.630.939,1.685.560.987.384,,10.0,2610152630939.0,1685560987384.0
141,141,141,Hàng tồn kho,,2.610.152.630.939,1.685.560.987.384,,,2610152630939.0,1685560987384.0
150,150,150,Tài sản ngắn hạn khác,,222.738.853.430,80.338.549.413,,,222738853430.0,80338549413.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),34.273.189.647,46.895.847.541,,,34273189647.0,46895847541.0
152,152,152,Thuế GTGT được khấu trừ,18,127.296.421.310,-,,18.0,127296421310.0,
153,153,153,Thuế và các khoản khác phải thu Nhà nước,18,61.169.242.473,33.442.701.872,,18.0,61169242473.0,33442701872.0
