row_label_raw,row_label_full,Đối tượng,Bản chất,2016 VND,2015 VND,numeric__Bản chất,numeric__2016 VND,numeric__2015 VND
Công ty TNHH Một Thành viên Dịch vụ Công íchQuận 2,Công ty TNHH Một Thành viên Dịch vụ Công íchQuận 2,Công ty TNHH Một Thành viên Dịch vụ Công íchQuận 2,Đặt cọc hợp tác đầu tư,152.536.582.050,152.536.582.050,,152536582050.0,152536582050.0
Công ty TNHH Đầu tư và Phát triển Bất động sản SSR,Công ty TNHH Đầu tư và Phát triển Bất động sản SSR,Công ty TNHH Đầu tư và Phát triển Bất động sản SSR,Đặt cọc cho hợp đồng dịch vụ tư vấn đầu tư,-,1.744.300.000.000,,,1744300000000.0
