row_label_raw,row_label_full,Mãsố,TÀI SẢN (tiếp theo),Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN (tiếp theo),numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN (tiếp theo),Thuyếtminh,2016VND,2015VND,,,,
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,12.518.233.917.576,9.704.973.709.760,,,12518233917576.0,9704973709760.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,907.906.778.261,1.900.799.229.210,,,907906778261.0,1900799229210.0
216,Mãsố > 216,216,Phải thu dài hạn khác,8(b),907.906.778.261,1.900.799.229.210,,,907906778261.0,1900799229210.0
220,Mãsố > 220,220,Tài sản cố định,,119.757.184.853,61.948.280.736,,,119757184853.0,61948280736.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,12(a),91.174.216.022,34.273.807.170,,,91174216022.0,34273807170.0
222,Mãsố > 222,222,Nguyên giá,,116.042.582.070,55.066.397.021,,,116042582070.0,55066397021.0
223,Mãsố > 223,223,Giá trị hao mòn lũy kế,,(24.868.366.048),(20.792.589.851),,,-24868366048.0,-20792589851.0
227,Mãsố > 227,227,Tài sản cố định vô hình,12(b),28.582.968.831,27.674.473.566,,,28582968831.0,27674473566.0
228,Mãsố > 228,228,Nguyên giá,,29.773.073.718,28.106.427.481,,,29773073718.0,28106427481.0
229,Mãsố > 229,229,Giá trị hao mòn lũy kế,,(1.190.104.887),(431.953.915),,,-1190104887.0,-431953915.0
230,Mãsố > 230,230,Bất động sản đầu tư,13,308.170.066.254,49.078.589.102,,13.0,308170066254.0,49078589102.0
231,Mãsố > 231,231,Nguyên giá,,316.018.036.048,52.444.906.363,,,316018036048.0,52444906363.0
232,Mãsố > 232,232,Giá trị hao mòn lũy kế,,(7.847.969.794),(3.366.317.261),,,-7847969794.0,-3366317261.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,280.223.268.503,14.194.103.852,,,280223268503.0,14194103852.0
241,Mãsố > 241,241,"Chi phí sản xuất, kinh doanh dở dangdài hạn",14,233.819.522.165,-,,14.0,233819522165.0,
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,15,46.403.746.338,14.194.103.852,,15.0,46403746338.0,14194103852.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,,10.742.536.587.895,7.608.091.903.895,,,10742536587895.0,7608091903895.0
251,Mãsố > 251,251,Đầu tư vào công ty con,4(b),10.529.415.042.895,7.428.970.958.895,,,10529415042895.0,7428970958895.0
252,Mãsố > 252,252,"Đầu tư vào công ty liên doanh, liên kết",4(b),210.006.345.000,176.005.745.000,,,210006345000.0,176005745000.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,4(b),3.115.200.000,3.115.200.000,,,3115200000.0,3115200000.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,159.640.031.810,70.861.602.965,,,159640031810.0,70861602965.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,11(b),158.664.158.238,69.885.729.393,,,158664158238.0,69885729393.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,22,975.873.572,975.873.572,,22.0,975873572.0,975873572.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,23.827.879.471.759,16.311.606.565.255,,,23827879471759.0,16311606565255.0
