row_label_raw,row_label_full,col_0,2016VND,2015VND,numeric__2016VND,numeric__2015VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,857.005.044.292,301.347.578.366,857005044292.0,301347578366.0
Thuế tính ở thuế suất 20% (2015: 22%),Thuế tính ở thuế suất 20% (2015: 22%),Thuế tính ở thuế suất 20% (2015: 22%),171.401.008.858,66.296.467.241,171401008858.0,66296467241.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,,,
Thu nhập không chịu thuế,Điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(216.022.635.293),(21.321.640),-216022635293.0,-21321640.0
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,5.586.438.717,1.785.208.445,5586438717.0,1785208445.0
Ảnh hưởng của thay đổi thuế suất,Điều chỉnh: > Ảnh hưởng của thay đổi thuế suất,Ảnh hưởng của thay đổi thuế suất,-,97.587.397,,97587397.0
Lỗ tính thuế mà không ghi nhận tài sản thuế thu nhập hoãn lại,Điều chỉnh: > Lỗ tính thuế mà không ghi nhận tài sản thuế thu nhập hoãn lại,Lỗ tính thuế mà không ghi nhận tài sản thuế thu nhập hoãn lại,39.035.187.718,-,39035187718.0,
Chi phí thuế thu nhập doanh nghiệp (*),Điều chỉnh: > Chi phí thuế thu nhập doanh nghiệp (*),Chi phí thuế thu nhập doanh nghiệp (*),-,68.157.941.443,,68157941443.0
Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,,,,
Thuế thu nhập doanh nghiệp - hiện hành,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,-,66.416.950.133,,66416950133.0
Thuế thu nhập doanh nghiệp - hoãn lại(Thuyết minh 22),Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế thu nhập doanh nghiệp - hoãn lại(Thuyết minh 22),Thuế thu nhập doanh nghiệp - hoãn lại(Thuyết minh 22),-,1.740.991.310,,1740991310.0
,,,-,68.157.941.443,,68157941443.0
