row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,2016 > Quyền sở hữu và biểu quyết %,2016 > Giá gốc VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,2015 > Quyền sở hữu và biểu quyết %,2015 > Giá gốc VND,2015 > Giá trị hợp lý VND,2015 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__2016 > Quyền sở hữu và biểu quyết %,numeric__2016 > Giá gốc VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND,numeric__2015 > Quyền sở hữu và biểu quyết %,numeric__2015 > Giá gốc VND,numeric__2015 > Giá trị hợp lý VND,numeric__2015 > Dự phòng VND
16,16,16,Công ty Cổ phần The Prince Residence,Kinh doanh bất động sản,"99,81",338.947.200.000,(*),-,"99,80",293.947.200.000,(*),-,,,99.81,338947200000.0,,,99.8,293947200000.0,,
17,17,17,Công ty Cổ phần Đầu tư và Phát triển Nova Phú Sa,Kinh doanh bất động sản,"99,98",5.998.800.000,(*),-,"51,00",3.060.000.000,(*),-,,,99.98,5998800000.0,,,51.0,3060000000.0,,
18,18,18,Công ty TNHH Một Thành viên Địa ốc Nova,Kinh doanh bất động sản,"100,00",81.600.000.000,(*),-,"100,00",81.600.000.000,(*),-,,,100.0,81600000000.0,,,100.0,81600000000.0,,
19,19,19,Công ty TNHH Nova Lucky Palace,Kinh doanh bất động sản,"99,99",199.990.000.000,(*),-,"99,99",199.990.000.000,(*),-,,,99.99,199990000000.0,,,99.99,199990000000.0,,
20,20,20,Công ty TNHH No Va Thảo Điền,Kinh doanh bất động sản,"100,00",889.996.000.000,(*),-,"99,98",19.996.000.000,(*),-,,,100.0,889996000000.0,,,99.98,19996000000.0,,
21,21,21,Công ty TNHH Nova Sasco,Kinh doanh bất động sản,"74,00",318.191.400.000,(*),-,"74,00",129.000.000.000,(*),-,,,74.0,318191400000.0,,,74.0,129000000000.0,,
22,22,22,Công ty Cổ phần Địa ốc Nova Mỹ Đình,Kinh doanh bất động sản,"99,98",19.996.000.000,(*),-,"99,98",5.998.800.000,(*),-,,,99.98,19996000000.0,,,99.98,5998800000.0,,
23,23,23,Công ty TNHH Nova RiverGate,Kinh doanh bất động sản,"99,90",936.201.410.000,(*),-,-,-,-,-,,,99.9,936201410000.0,,,,,,
24,24,24,Công ty Cổ phần Ngôi nhà Mega,Kinh doanh bất động sản,"74,00",16.998.000.000,(*),-,-,-,-,-,,,74.0,16998000000.0,,,,,,
25,25,25,Công ty Cổ phần Nova Princess Residence,Kinh doanh bất động sản,"99,90",366.707.530.000,(*),-,-,-,-,-,,,99.9,366707530000.0,,,,,,
26,26,26,Công ty TNHH Nova An Phú,Kinh doanh bất động sản,"90,00",18.000.000.000,(*),-,-,-,-,-,,,90.0,18000000000.0,,,,,,
27,27,27,Công ty TNHH Đầu tư Bát động sản Vương Cung,Kinh doanh bất động sản,"99,99",19.998.000.000,(*),-,-,-,-,-,,,99.99,19998000000.0,,,,,,
28,28,28,Công ty TNHH Đầu tư Bát động sản Tường Minh,Kinh doanh bất động sản,"99,99",325.665.604.000,(*),-,-,-,-,-,,,99.99,325665604000.0,,,,,,
29,29,29,Công ty TNHH Đầu tư và Phát triển Bát động sản Nova Phúc Nguyên,Kinh doanh bất động sản,"99,99",189.981.000.000,(*),-,-,-,-,-,,,99.99,189981000000.0,,,,,,
,,,,,,10.529.415.042.895,,,,7.428.970.958.895,,,,,,10529415042895.0,,,,7428970958895.0,,
