row_label_raw,row_label_full,Công ty Cổ phần Bất động sản Thanh Niên,635.947.832.600,-,numeric__635.947.832.600,numeric__-
Công ty TNHH Đầu tư và Phát triển Phước Long,Công ty TNHH Đầu tư và Phát triển Phước Long,Công ty TNHH Đầu tư và Phát triển Phước Long,259.000.000.000,-,259000000000.0,
Công ty Cổ phần Cao ốc Phương Đông,Công ty Cổ phần Cao ốc Phương Đông,Công ty Cổ phần Cao ốc Phương Đông,246.600.000.000,-,246600000000.0,
Công ty TNHH Nova Sasco,Công ty TNHH Nova Sasco,Công ty TNHH Nova Sasco,161.700.000.000,-,161700000000.0,
Công ty Cổ phần Bất động sản Nova Lexington,Công ty Cổ phần Bất động sản Nova Lexington,Công ty Cổ phần Bất động sản Nova Lexington,84.000.000.000,-,84000000000.0,
Công ty Cổ phần Nova Festival,Công ty Cổ phần Nova Festival,Công ty Cổ phần Nova Festival,38.554.000.000,-,38554000000.0,
Công ty TNHH Nova Sagel,Công ty TNHH Nova Sagel,Công ty TNHH Nova Sagel,12.000.000.000,-,12000000000.0,
Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,Công ty Cổ phần Đầu tư và Phát triển Nova Phù Sa,5.500.000.000,-,5500000000.0,
Công ty Cổ phần Địa ốc Nova Galaxy,Công ty Cổ phần Địa ốc Nova Galaxy,Công ty Cổ phần Địa ốc Nova Galaxy,-,12.300.000.000,,12300000000.0
,,,1.443.301.832.600,12.300.000.000,1443301832600.0,12300000000.0
