row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2016 VND,Tại ngày 31 tháng 12 năm > 2015 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2016 VND,numeric__Tại ngày 31 tháng 12 năm > 2015 VND
300,300,300,NỘ PHẢI TRẢ,,14.612.306.536.789,11.470.011.244.577,,,14612306536789.0,11470011244577.0
310,310,310,Nợ ngắn hạn,,7.870.294.471.354,5.441.559.622.026,,,7870294471354.0,5441559622026.0
311,311,311,Phải trả người bán ngắn hạn,16,279.143.774.099,116.212.349.069,,16.0,279143774099.0,116212349069.0
312,312,312,Người mua trả tiền trước ngắn hạn,17,2.237.975.628.156,3.851.807.461.235,,17.0,2237975628156.0,3851807461235.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,18,2.693.533.635,80.241.814.047,,18.0,2693533635.0,80241814047.0
314,314,314,Phải trả người lao động,,167.232.393.967,68.894.417.127,,,167232393967.0,68894417127.0
315,315,315,Chi phí phải trả ngắn hạn,19,368.158.915.150,146.458.103.401,,19.0,368158915150.0,146458103401.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,143.941.448,141.291.993,,,143941448.0,141291993.0
319,319,319,Phải trả ngắn hạn khác,20(a),754.774.450.500,128.985.721.354,,,754774450500.0,128985721354.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,21(a),4.053.475.469.104,1.042.122.098.505,,,4053475469104.0,1042122098505.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,6.696.365.295,6.696.365.295,,,6696365295.0,6696365295.0
330,330,330,Nợ dài hạn,,6.742.012.065.435,6.028.451.622.551,,,6742012065435.0,6028451622551.0
337,337,337,Phải trả dài hạn khác,20(b),240.952.447.466,2.050.403.529.529,,,240952447466.0,2050403529529.0
338,338,338,Vay và nợ thuê tài chính dài hạn,21(b),6.501.059.617.969,3.978.048.093.022,,,6501059617969.0,3978048093022.0
400,400,400,VỐN CHỦ SỞ HỮU,,9.215.572.934.970,4.841.595.320.678,,,9215572934970.0,4841595320678.0
410,410,410,Vốn chủ sở hữu,,9.215.572.934.970,4.841.595.320.678,,,9215572934970.0,4841595320678.0
411,411,411,Vốn góp của chủ sở hữu,"23, 24",5.961.992.340.000,3.682.957.610.000,,,5961992340000.0,3682957610000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.893.692.340.000,3.504.657.610.000,,,5893692340000.0,3504657610000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,68.300.000.000,178.300.000.000,,,68300000000.0,178300000000.0
412,412,412,Thặng dư vốn cổ phần,24,2.174.026.445.400,882.598.605.400,,24.0,2174026445400.0,882598605400.0
421,421,421,Lợi nhuận sau thuế chưa phân phối,24,1.079.554.149.570,276.039.105.278,,24.0,1079554149570.0,276039105278.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,222.549.105.278,42.849.468.355,,,222549105278.0,42849468355.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,857.005.044.292,233.189.636.923,,,857005044292.0,233189636923.0
440,440,440,TỔNG NGUỒN VỐN,,23.827.879.471.759,16.311.606.565.255,,,23827879471759.0,16311606565255.0
