row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2016VND,2015VND,,,,
Mãsố,Mãsố,Mãsố,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Thu từ phát hành cổ phiếu,,3.570.462.570.000,2.015.527.990.000,,,3570462570000.0,2015527990000.0
33,Mãsố > 33,33,"Thu từ vay ngắn hạn, dài hạn",,12.547.797.361.811,6.269.740.369.584,,,12547797361811.0,6269740369584.0
34,Mãsố > 34,34,Chi trả nợ gốc vay,,(7.078.344.802.819),(1.761.704.063.088),,,-7078344802819.0,-1761704063088.0
36,Mãsố > 36,36,"Chi trả cổ tức, lợi nhuận cho chủ sở hữu",,(53.490.000.000),-,,,-53490000000.0,
40,Mãsố > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,8.986.425.128.992,6.523.564.296.496,,,8986425128992.0,6523564296496.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,340.255.982.842,1.390.156.450.181,,,340255982842.0,1390156450181.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,1.811.176.648.805,421.020.198.624,,3.0,1811176648805.0,421020198624.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quyđối ngoại tệ,,1.595.064.439,-,,,1595064439.0,
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,2.153.027.696.086,1.811.176.648.805,,3.0,2153027696086.0,1811176648805.0
