row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,2016 > Quyền sở hữu và biểu quyết %,2016 > Giá gốc VND,2016 > Giá trị hợp lý VND,2016 > Dự phòng VND,2015 > Quyền sở hữu và biểu quyết %,2015 > Giá gốc VND,2015 > Giá trị hợp lý VND,2015 > Dự phòng VND,numeric__Tên công ty,numeric__Hoạt động chính,numeric__2016 > Quyền sở hữu và biểu quyết %,numeric__2016 > Giá gốc VND,numeric__2016 > Giá trị hợp lý VND,numeric__2016 > Dự phòng VND,numeric__2015 > Quyền sở hữu và biểu quyết %,numeric__2015 > Giá gốc VND,numeric__2015 > Giá trị hợp lý VND,numeric__2015 > Dự phòng VND
1,1,1,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,Kinh doanh bất động sản,"98,00",5.880.000.000,(*),-,"100,00",5.880.000.000,(*),-,,,98.0,5880000000.0,,,100.0,5880000000.0,,
2,2,2,Công ty Cổ phần Bất động sản Nova Lexington (**),Kinh doanh bất động sản,-,-,(*),-,"99,90",586.712.700.000,(*),-,,,,,,,99.9,586712700000.0,,
3,3,3,Công ty TNHH Nova Nam Á,Kinh doanh bất động sản,"74,00",216.080.000.000,(*),-,"74,00",2.260.000.000,(*),-,,,74.0,216080000000.0,,,74.0,2260000000.0,,
4,4,4,Công ty Cổ phần Nova Nippon,Kinh doanh bất động sản,"99,98",19.996.000.000,(*),-,"60,00",12.000.000.000,(*),-,,,99.98,19996000000.0,,,60.0,12000000000.0,,
5,5,5,Công ty TNHH Nova Sagel,Kinh doanh bất động sản,"73,98",267.910.000.000,(*),-,"74,00",20.080.000.000,(*),-,,,73.98,267910000000.0,,,74.0,20080000000.0,,
6,6,6,Công ty Cổ phần Địa ốc Nova Galaxy,Kinh doanh bất động sản,"99,98",292.126.098.895,(*),-,"99,90",251.999.698.895,(*),-,,,99.98,292126098895.0,,,99.9,251999698895.0,,
7,7,7,Công ty Cổ phần Du lịch và Nghị dưỡng Nova Phù Sa,Kinh doanh bất động sản,"99,00",5.940.000.000,(*),-,"99,00",5.940.000.000,(*),-,,,99.0,5940000000.0,,,99.0,5940000000.0,,
8,8,8,Công ty TNHH Bất động sản Khải Hưng,Kinh doanh bất động sản,"99,99",3.773.925.000.000,(*),-,"99,91",2.790.627.860.000,(*),-,,,99.99,3773925000000.0,,,99.91,2790627860000.0,,
9,9,9,Công ty Cổ phần Đầu tư Địa ốc No Va,Kinh doanh bất động sản,"69,90",1.188.300.000.000,(*),-,"69,90",1.188.300.000.000,(*),-,,,69.9,1188300000000.0,,,69.9,1188300000000.0,,
10,10,10,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,Kinh doanh bất động sản,"99,99",327.393.300.000,(*),-,"99,00",5.940.000.000,(*),-,,,99.99,327393300000.0,,,99.0,5940000000.0,,
11,11,11,Công ty Cổ phần Địa ốc Thành Nhơn,Kinh doanh bất động sản,"98,00",151.376.700.000,(*),-,"98,00",151.376.700.000,(*),-,,,98.0,151376700000.0,,,98.0,151376700000.0,,
12,12,12,Công ty TNHH Đầu tư và Phát triển Phước Long,Kinh doanh bất động sản,"99,99",329.967.000.000,(*),-,"99,63",1.600.012.000.000,(*),-,,,99.99,329967000000.0,,,99.63,1600012000000.0,,
13,13,13,Công ty TNHH Một Thành viên Novaland Agent,Kinh doanh bất động sản,"100,00",20.000.000.000,(*),-,"100,00",6.000.000.000,(*),-,,,100.0,20000000000.0,,,100.0,6000000000.0,,
14,14,14,Công ty Cổ phần Khách sạn Du lịch Thanh Niên Vũng Tàu,Kinh doanh bất động sản,"65,00",29.250.000.000,(*),-,"65,00",29.250.000.000,(*),-,,,65.0,29250000000.0,,,65.0,29250000000.0,,
15,15,15,Công ty Cổ phần Nova Festival,Kinh doanh bất động sản,"94,02",173.000.000.000,(*),-,"78,00",39.000.000.000,(*),-,,,94.02,173000000000.0,,,78.0,39000000000.0,,
