row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2015 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2015 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,3.739.648.758.345,2.031.336.399.272,,,3739648758345.0,2031336399272.0
02,02,02,Các khoản giảm trừ doanh thu,,(6.776.714.246),-,,,-6776714246.0,
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26,3.732.872.044.099,2.031.336.399.272,,26.0,3732872044099.0,2031336399272.0
11,11,11,Giá vốn hàng bán và cung cấp dịch vụ,27,(3.368.590.289.217),(1.322.461.258.236),,27.0,-3368590289217.0,-1322461258236.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,364.281.754.882,708.875.141.036,,,364281754882.0,708875141036.0
21,21,21,Doanh thu hoạt động tài chính,28,1.446.337.089.286,198.005.677.996,,28.0,1446337089286.0,198005677996.0
22,22,22,Chi phí tài chính,29,(812.634.467.272),(250.578.112.537),,29.0,-812634467272.0,-250578112537.0
23,23,23,- Trong đó: Chi phí lãi vay,,(677.897.599.474),(207.608.287.937),,,-677897599474.0,-207608287937.0
25,25,25,Chi phí bán hàng,30,(17.966.476.584),(175.913.925.861),,30.0,-17966476584.0,-175913925861.0
26,26,26,Chi phí quản lý doanh nghiệp,31,(129.282.004.958),(178.115.092.595),,31.0,-129282004958.0,-178115092595.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,850.735.895.354,302.273.688.039,,,850735895354.0,302273688039.0
31,31,31,Thu nhập khác,,24.313.394.126,13.203.373.246,,,24313394126.0,13203373246.0
32,32,32,Chi phí khác,,(18.044.245.188),(14.129.482.919),,,-18044245188.0,-14129482919.0
40,40,40,Lợi nhuận/(lỗ) khác,32,6.269.148.938,(926.109.673),,32.0,6269148938.0,-926109673.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,857.005.044.292,301.347.578.366,,,857005044292.0,301347578366.0
51,51,51,Chi phí thuế TNDN hiện hành,33,-,(66.416.950.133),,33.0,,-66416950133.0
52,52,52,Chi phí thuế TNDN hoãn lại,"22, 33",-,(1.740.991.310),,,,-1740991310.0
60,60,60,Lợi nhuận sau thuế TNDN,,857.005.044.292,233.189.636.923,,,857005044292.0,233189636923.0
