row_label_raw,row_label_full,col_0,Cổ phần thường VND,Cổ phần ưu đãi VND,Tổng cộng VND,numeric__Cổ phần thường VND,numeric__Cổ phần ưu đãi VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 1 năm 2015,Tại ngày 1 tháng 1 năm 2015,Tại ngày 1 tháng 1 năm 2015,230.000.000,-,230.000.000,230000000.0,,230000000.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,120.465.761,17.830.000,138.295.761,120465761.0,17830000.0,138295761.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,350.465.761,17.830.000,368.295.761,350465761.0,17830000.0,368295761.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,205.903.473,-,205.903.473,205903473.0,,205903473.0
Chuyển đổi cổ phần ưu đãi sang cổ phần phổ thông,Chuyển đổi cổ phần ưu đãi sang cổ phần phổ thông,Chuyển đổi cổ phần ưu đãi sang cổ phần phổ thông,33.000.000,(11.000.000),22.000.000,33000000.0,-11000000.0,22000000.0
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,589.369.234,6.830.000,596.199.234,589369234.0,6830000.0,596199234.0
