row_label_raw,row_label_full,Công ty Cổ phần Nova Festival,18.226.169.305,-,numeric__18.226.169.305,numeric__-
Công ty TNHH Một Thành viên Địa ốc No Va,Công ty TNHH Một Thành viên Địa ốc No Va,Công ty TNHH Một Thành viên Địa ốc No Va,-,26.842.800.000,,26842800000.0
,,,18.226.169.305,26.842.800.000,18226169305.0,26842800000.0
