row_label_raw,row_label_full,col_0,col_1,2016 > Giá trị VND,2016 > Dự phòng VND,2015 > Giá trị VND,2015 > Dự phòng VND,numeric__col_1,numeric__2016 > Giá trị VND,numeric__2016 > Dự phòng VND,numeric__2015 > Giá trị VND,numeric__2015 > Dự phòng VND
(a),(a),(a),Phải thu ngắn hạn khác,,,,,,,,,
(a),(a) > (a),(a),Đặt cọc cho hợp đồng dịch vụ tư vấn đầu tư,1.649.213.192.246,-,-,-,,1649213192246.0,,,
(a),(a) > (a),(a),Đặt cọc mua cổ phần,912.750.000.000,-,731.700.000.000,-,,912750000000.0,,731700000000.0,
(a),(a) > (a),(a),"Phát triển, hợp tác kinh đầu tư dự án (i)",992.987.508.469,-,274.397.440.716,-,,992987508469.0,,274397440716.0,
(a),(a) > (a),(a),Đặt cọc chuyển nhượng dự án,233.420.000.000,-,172.650.239.160,-,,233420000000.0,,172650239160.0,
(a),(a) > (a),(a),Lãi cho vay phải thu,151.942.972.120,-,92.294.119.458,-,,151942972120.0,,92294119458.0,
(a),(a) > (a),(a),"Đặt cọc, ký quỹ",9.717.607.272,-,15.476.525.000,-,,9717607272.0,,15476525000.0,
(a),(a) > (a),(a),Tạm ứng,238.390.727,-,1.377.743.855,-,,238390727.0,,1377743855.0,
(a),(a) > (a),(a),Khác,377.934.594.708,-,213.823.265.238,-,,377934594708.0,,213823265238.0,
,,,,4.328.204.265.542,-,1.501.719.333.427,-,,4328204265542.0,,1501719333427.0,
