row_label_raw,row_label_full,Số đầu năm,Năm nay > 31.364.388.312,Năm trước > 35.363.990.247,numeric__Năm nay > 31.364.388.312,numeric__Năm trước > 35.363.990.247
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,20.875.143.647,15.923.621.033,20875143647.0,15923621033.0
Chi quỹ,Chi quỹ,Chi quỹ,(18.943.092.850),(19.923.222.968),-18943092850.0,-19923222968.0
Số cuối năm,Số cuối năm,Số cuối năm,33.296.439.109,31.364.388.312,33296439109.0,31364388312.0
