row_label_raw,row_label_full,"Công cụ, dụng cụ"
Các chỉ phí trả trước ngắn hạn khác,Các chỉ phí trả trước ngắn hạn khác,Các chỉ phí trả trước ngắn hạn khác
Cộng,Cộng,Cộng
