row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,36.395.991.679,-,18.514.039.329,-,36395991679.0,,18514039329.0,
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,13.980.707.752,-,3.776.931.443,-,13980707752.0,,3776931443.0,
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu phí quản lý,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu phí quản lý,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu phí quản lý,22.415.283.927,-,14.687.107.886,-,22415283927.0,,14687107886.0,
"Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn","Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn","Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn",-,-,50.000.000,-,,,50000000.0,
Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,19.502.572.777,-,23.165.427.064,-,19502572777.0,,23165427064.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,7.154.329.447,-,14.929.668.333,-,7154329447.0,,14929668333.0,
Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,207.076.453,-,414.774.935,-,207076453.0,,414774935.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,918.380.279,-,891.271.029,-,918380279.0,,891271029.0,
"Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn",194.950.000,-,393.000.000,-,194950000.0,,393000000.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,11.027.836.598,-,6.536.712.767,-,11027836598.0,,6536712767.0,
Cộng,Cộng,Cộng,55.898.564.456,-,41.679.466.393,-,55898564456.0,,41679466393.0,
