row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,2.613.093.524.163,2.162.822.604.544,,1.0,,2613093524163.0,2162822604544.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,11.370.109.555,21.527.078.722,,2.0,,11370109555.0,21527078722.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,2.601.723.414.608,2.141.295.525.822,,10.0,,2601723414608.0,2141295525822.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,1.610.723.879.908,1.478.799.082.559,,11.0,,1610723879908.0,1478799082559.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,990.999.534.700,662.496.443.263,,20.0,,990999534700.0,662496443263.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,7.041.960.845,2.618.960.308,,21.0,,7041960845.0,2618960308.0
7.,7.,7.,Chi phí tài chính,22,VI.5,105.865.988.076,128.787.463.082,,22.0,,105865988076.0,128787463082.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,102.900.730.009,72.794.957.781,,23.0,,102900730009.0,72794957781.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9.,9.,9.,Chi phí bán hàng,25,VI.6,43.961.958.211,38.375.156.310,,25.0,,43961958211.0,38375156310.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.7,68.560.849.388,51.981.370.358,,26.0,,68560849388.0,51981370358.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,779.652.699.870,445.971.413.821,,30.0,,779652699870.0,445971413821.0
12.,12.,12.,Thu nhập khác,31,VI.8,18.595.360.585,22.768.868.734,,31.0,,18595360585.0,22768868734.0
13.,13.,13.,Chi phí khác,32,VI.9,15.430.035.573,17.153.268.081,,32.0,,15430035573.0,17153268081.0
14.,14.,14.,Lợi nhuận khác,40,,3.165.325.012,5.615.600.653,,40.0,,3165325012.0,5615600653.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,782.818.024.882,451.587.014.474,,50.0,,782818024882.0,451587014474.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.18,157.477.370.248,85.923.978.232,,51.0,,157477370248.0,85923978232.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,V.14,4.240.413.660,(4.240.413.660),,52.0,,4240413660.0,-4240413660.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,621.100.240.974,369.903.449.902,,60.0,,621100240974.0,369903449902.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,621.100.240.974,369.903.449.902,,61.0,,621100240974.0,369903449902.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.10,2.729,2.543,,70.0,,2729.0,2543.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,2.729,2.543,,71.0,,2729.0,2543.0
