row_label_raw,row_label_full,col_0,Chi phí nghiên cứuvà triển khai,Phần mèmmáy tính,Cộng,numeric__Chi phí nghiên cứuvà triển khai,numeric__Phần mèmmáy tính,numeric__Cộng
Giá trị còn lạiSố đầu năm,Giá trị còn lạiSố đầu năm,Giá trị còn lạiSố đầu năm,144.375.000,7.918.975.723,8.063.350.723,144375000.0,7918975723.0,8063350723.0
Số cuối năm,Số cuối năm,Số cuối năm,103.125.000,10.200.910.866,10.304.035.866,103125000.0,10200910866.0,10304035866.0
Trong đó:Tạm thời không sử dụngĐang chờ thanh lý,Trong đó:Tạm thời không sử dụngĐang chờ thanh lý,Trong đó:Tạm thời không sử dụngĐang chờ thanh lý,-,-,-,,,
