row_label_raw,row_label_full,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Số cuối năm > 3.666.420.383,Số đầu năm > 3.693.270.843,numeric__Số cuối năm > 3.666.420.383,numeric__Số đầu năm > 3.693.270.843
Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,334.081.428.000,37.500.000.000,334081428000.0,37500000000.0
Công ty Cổ phần Nước - Môi trường Bình Dương,Công ty Cổ phần Nước - Môi trường Bình Dương,Công ty Cổ phần Nước - Môi trường Bình Dương,1.409.120,1.409.120,1409120.0,1409120.0
Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,64.016.261.318,56.938.034.589,64016261318.0,56938034589.0
Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,19.634.283.347,14.814.822.484,19634283347.0,14814822484.0
Công ty TNHH Tư vấn và Kỹ thuật Bách Phương,Công ty TNHH Tư vấn và Kỹ thuật Bách Phương,Công ty TNHH Tư vấn và Kỹ thuật Bách Phương,17.112.622.785,16.089.068.023,17112622785.0,16089068023.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,27.269.355.186,26.034.144.082,27269355186.0,26034144082.0
Cộng,Cộng,Cộng,815.836.758.808,877.679.739.837,815836758808.0,877679739837.0
