row_label_raw,row_label_full,col_0,Lĩnh vực bản vế cầu dưỡng,Lĩnh vực kinh doanh bắt động sản,doanh bắt động sản đầu tư,Lĩnh vực xây dựng,Hợp đồng hợp tác kinh doanh,Các lĩnh vực khác,Cộng,numeric__Lĩnh vực bản vế cầu dưỡng,numeric__Lĩnh vực kinh doanh bắt động sản,numeric__doanh bắt động sản đầu tư,numeric__Lĩnh vực xây dựng,numeric__Hợp đồng hợp tác kinh doanh,numeric__Các lĩnh vực khác,numeric__Cộng
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Năm trước > Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,Doanh thu thuần về bán hàng và cung cấp dịch vụ ra bên ngoài,269.719.997.790,1.569.519.020.764,26.117.387.166,85.351.168.945,13.092.335.072,177.495.616.085,2.141.295.525.822,269719997790.0,1569519020764.0,26117387166.0,85351168945.0,13092335072.0,177495616085.0,2141295525822.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận,,,,,,,,,,,,,,
Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,Tổng doanh thu thuần về bán hàng và cung cấp dịch vụ,269.719.997.790,1.569.519.020.764,26.117.387.166,85.351.168.945,13.092.335.072,177.495.616.085,2.141.295.525.822,269719997790.0,1569519020764.0,26117387166.0,85351168945.0,13092335072.0,177495616085.0,2141295525822.0
Kết quả kinh doanh theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Kết quả kinh doanh theo bộ phận,Kết quả kinh doanh theo bộ phận,191.587.782.730,365.509.938.996,10.380.675.497,5.720.443.603,(1.371.042.117),312.117.886,572.139.916.595,191587782730.0,365509938996.0,10380675497.0,5720443603.0,-1371042117.0,312117886.0,572139916595.0
Các chi phí không phân bổ theo bộ phận,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Các chi phí không phân bổ theo bộ phận,Các chi phí không phân bổ theo bộ phận,,,,,,,572.139.916.595,,,,,,,572139916595.0
Lợi nhuận từ hoạt động kinh doanh,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,,,,,,,2.618.960.308,,,,,,,2618960308.0
Doanh thu hoạt động tải chính,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Doanh thu hoạt động tải chính,Doanh thu hoạt động tải chính,,,,,,,(128.787.463.082),,,,,,,-128787463082.0
Chi phí tải chính,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Chi phí tải chính,Chi phí tải chính,,,,,,,22.768.868.734,,,,,,,22768868734.0
Thu nhập khác,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Thu nhập khác,Thu nhập khác,,,,,,,(17.153.268.081),,,,,,,-17153268081.0
Chi phí khác,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Chi phí khác,Chi phí khác,,,,,,,(85.923.978.232),,,,,,,-85923978232.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,,,,4.240.413.660,,,,,,,4240413660.0
Chi phí thuế thu nhập doanh nghiệp hoàn lại,Doanh thu thuần về bán hàng và cung cấp dịch vụ giữa các bộ phận > Chi phí thuế thu nhập doanh nghiệp hoàn lại,Chi phí thuế thu nhập doanh nghiệp hoàn lại,,,,,,,369.903.449.902,,,,,,,369903449902.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,,,,,,,,,,,,,,
Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Lợi nhuận sau thuế thu nhập doanh nghiệp > Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,Tổng chi phí đã phát sinh để mua tài sản cố định và các tài sản dài hạn khác,65.628.114.408,,,,,5.134.451.549,70.762.565.957,65628114408.0,,,,,5134451549.0,70762565957.0
Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Lợi nhuận sau thuế thu nhập doanh nghiệp > Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,Tổng chi phí khấu hao và phân bổ chi phí trả trước dài hạn,39.695.175.240,2.969.494.818,3.737.835.576,,,7.166.317.911,53.568.823.545,39695175240.0,2969494818.0,3737835576.0,,,7166317911.0,53568823545.0
