row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,26,337.886.304.563,295.013.855.792,,1.0,26.0,337886304563.0,295013855792.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,337.886.304.563,295.013.855.792,,10.0,,337886304563.0,295013855792.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,159.515.904.454,221.723.067.672,,11.0,27.0,159515904454.0,221723067672.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,178.370.400.109,73.290.788.120,,20.0,,178370400109.0,73290788120.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,29,182.228.996.925,159.375.852.543,,21.0,29.0,182228996925.0,159375852543.0
6.,6.,6.,Chi phí tài chính,22,30,112.789.887.883,135.883.518.894,,22.0,30.0,112789887883.0,135883518894.0
,,,- Trong đó: Chi phí lãi vay,23,,104.777.542.153,133.862.100.456,,23.0,,104777542153.0,133862100456.0
7.,7.,7.,Chi phí bán hàng,25,31,8.170.799.159,28.458.850.540,,25.0,31.0,8170799159.0,28458850540.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,31,33.188.860.162,18.725.741.472,,26.0,31.0,33188860162.0,18725741472.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22-25-26)),30,,206.449.849.830,49.598.529.757,,30.0,,206449849830.0,49598529757.0
10.,10.,10.,Thu nhập khác,31,,1.784.392.437,410.802.830,,31.0,,1784392437.0,410802830.0
11.,11.,11.,Chi phí khác,32,32,13.834.453.543,28.536.649.401,,32.0,32.0,13834453543.0,28536649401.0
12.,12.,12.,(Lỗ) khác(40=31-32),40,,(12.050.061.106),(28.125.846.571),,40.0,,-12050061106.0,-28125846571.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,194.399.788.724,21.472.683.186,,50.0,,194399788724.0,21472683186.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,41.837.267.691,8.088.750.251,,51.0,33.0,41837267691.0,8088750251.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,152.562.521.033,13.383.932.935,,60.0,,152562521033.0,13383932935.0
