row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,1.092.089.871.435,2.387.034.610.215,,300.0,,1092089871435.0,2387034610215.0
I.,I.,I.,Nợ ngắn hạn,310,,960.218.976.143,2.371.474.476.615,,310.0,,960218976143.0,2371474476615.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,135.312.528.223,278.521.784.136,,311.0,16.0,135312528223.0,278521784136.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,130.393.769.910,184.208.450.890,,312.0,17.0,130393769910.0,184208450890.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,18,40.453.482.139,116.125.212.115,,313.0,18.0,40453482139.0,116125212115.0
4.,4.,4.,Phải trả người lao động,314,,8.843.000.505,6.958.815.218,,314.0,,8843000505.0,6958815218.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,95.214.906.108,177.060.310.601,,315.0,19.0,95214906108.0,177060310601.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,20,333.198.500,1.583.023.300,,318.0,20.0,333198500.0,1583023300.0
7.,7.,7.,Phải trả ngắn hạn khác,319,21,243.168.090.758,377.016.880.355,,319.0,21.0,243168090758.0,377016880355.0
8.,8.,8.,Vay ngắn hạn,320,22,306.500.000.000,1.230.000.000.000,,320.0,22.0,306500000000.0,1230000000000.0
II.,II.,II.,Nợ dài hạn,330,,131.870.895.292,15.560.133.600,,330.0,,131870895292.0,15560133600.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,20,642.526.600,560.133.600,,336.0,20.0,642526600.0,560133600.0
2.,2.,2.,Vay dài hạn,338,22,131.000.000.000,15.000.000.000,,338.0,22.0,131000000000.0,15000000000.0
3.,3.,3.,Dự phòng phải trả dài hạn,342,23,228.368.692,-,,342.0,23.0,228368692.0,
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,3.097.577.762.506,2.945.015.241.473,,400.0,,3097577762506.0,2945015241473.0
I.,I.,I.,Vốn chủ sở hữu,410,24,3.097.577.762.506,2.945.015.241.473,,410.0,24.0,3097577762506.0,2945015241473.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,2.500.000.000.000,2.500.000.000.000,,411.0,,2500000000000.0,2500000000000.0
2.,2.,2.,Lợi nhuận sau thuế chưa phân phối,421,,597.577.762.506,445.015.241.473,,421.0,,597577762506.0,445015241473.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,445.015.241.473,431.631.308.538,,,,445015241473.0,431631308538.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,152.562.521.033,13.383.932.935,,,,152562521033.0,13383932935.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,4.189.667.633.941,5.332.049.851.688,,440.0,,4189667633941.0,5332049851688.0
