row_label_raw,row_label_full,col_0,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,Số đầu năm > Tăng,Trong năm > VNDGiảm,Trong năm > VNDGiá trị/Số có khả năng trả nợ,Số cuối năm,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > VNDGiảm,numeric__Trong năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số cuối năm
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,
Công ty TNHH Kinh doanh Bắt động sản Trường Minh (i),Vay dài hạn > Công ty TNHH Kinh doanh Bắt động sản Trường Minh (i),Công ty TNHH Kinh doanh Bắt động sản Trường Minh (i),-,131.000.000.000,-,131.000.000.000,,,131000000000.0,,131000000000.0,
Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Chi nhánh Hà Nội,Vay dài hạn > Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Chi nhánh Hà Nội,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh - Chi nhánh Hà Nội,1.200.000.000.000,-,1.200.000.000.000,-,,1200000000000.0,,1200000000000.0,,
Công ty Cổ phần Tập đoàn Sunshine International Property Technology,Vay dài hạn > Công ty Cổ phần Tập đoàn Sunshine International Property Technology,Công ty Cổ phần Tập đoàn Sunshine International Property Technology,15.000.000.000,-,15.000.000.000,-,,15000000000.0,,15000000000.0,,
,,,1.215.000.000.000,131.000.000.000,1.215.000.000.000,131.000.000.000,,1215000000000.0,131000000000.0,1215000000000.0,131000000000.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
- Số phải trả trong vòng 12 tháng,Trong đó: > - Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,1.200.000.000.000,,,-,,1200000000000.0,,,,
- Số phải trả sau 12 tháng,Trong đó: > - Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,15.000.000.000,,,131.000.000.000,,15000000000.0,,,131000000000.0,
