row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai,Số cuối nămVND > - > 131.000.000.000,Số đầu nămVND > 1.200.000.000.000 > 15.000.000.000,numeric__Số cuối nămVND > - > 131.000.000.000,numeric__Số đầu nămVND > 1.200.000.000.000 > 15.000.000.000
,,,131.000.000.000,1.215.000.000.000,131000000000.0,1215000000000.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,-,1.200.000.000.000,,1200000000000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,131.000.000.000,15.000.000.000,131000000000.0,15000000000.0
