row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Phương tiệnvận tải, truyền dẫn","Thiết bị,dụng cụ quản lý",Tổng,"numeric__Nhà cửa,vật kiến trúc","numeric__Phương tiệnvận tải, truyền dẫn","numeric__Thiết bị,dụng cụ quản lý",numeric__Tổng
,,,VND,VND,VND,VND,,,,
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,
Số dư đầu năm,NGUYÊN GIÁ > Số dư đầu năm,Số dư đầu năm,22.355.346.078,48.353.395.454,162.500.000,70.871.241.532,22355346078.0,48353395454.0,162500000.0,70871241532.0
Số dư cuối năm,NGUYÊN GIÁ > Số dư cuối năm,Số dư cuối năm,22.355.346.078,48.353.395.454,162.500.000,70.871.241.532,22355346078.0,48353395454.0,162500000.0,70871241532.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,
Số dư đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư đầu năm,Số dư đầu năm,798.405.217,23.899.246.175,162.500.000,24.860.151.392,798405217.0,23899246175.0,162500000.0,24860151392.0
Khẩu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khẩu hao trong năm,Khẩu hao trong năm,638.724.168,4.717.784.316,-,5.356.508.484,638724168.0,4717784316.0,,5356508484.0
Số dư cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư cuối năm,Số dư cuối năm,1.437.129.385,28.617.030.491,162.500.000,30.216.659.876,1437129385.0,28617030491.0,162500000.0,30216659876.0
GIÁ TRỊ CÒN LAI,GIÁ TRỊ CÒN LAI,GIÁ TRỊ CÒN LAI,GIÁ TRỊ CÒN LAI,GIÁ TRỊ CÒN LAI,GIÁ TRỊ CÒN LAI,GIÁ TRỊ CÒN LAI,,,,
Số dư đầu năm,GIÁ TRỊ CÒN LAI > Số dư đầu năm,Số dư đầu năm,21.556.940.861,24.454.149.279,-,46.011.090.140,21556940861.0,24454149279.0,,46011090140.0
Số dư cuối năm,GIÁ TRỊ CÒN LAI > Số dư cuối năm,Số dư cuối năm,20.918.216.693,19.736.364.963,-,40.654.581.656,20918216693.0,19736364963.0,,40654581656.0
