row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Phải thu ngắn hạn khác không là bên liên quan,a. Phải thu ngắn hạn khác không là bên liên quan,a. Phải thu ngắn hạn khác không là bên liên quan,652.768.092.140,587.067.879.053,652768092140.0,587067879053.0
Ông Đỗ Văn Trung (i),Ông Đỗ Văn Trung (i),Ông Đỗ Văn Trung (i),458.800.000.000,458.800.000.000,458800000000.0,458800000000.0
Công ty TNHH Mai Trang (ii),Công ty TNHH Mai Trang (ii),Công ty TNHH Mai Trang (ii),126.666.420.775,125.680.221.912,126666420775.0,125680221912.0
Nhận chuyển nhượng hợp đồng góp vốn đầu tư (iii),Nhận chuyển nhượng hợp đồng góp vốn đầu tư (iii),Nhận chuyển nhượng hợp đồng góp vốn đầu tư (iii),47.206.208.000,-,47206208000.0,
Công ty TNHH Đầu tư và Xây dựng Hạ tầng miền Bắc (i),Công ty TNHH Đầu tư và Xây dựng Hạ tầng miền Bắc (i),Công ty TNHH Đầu tư và Xây dựng Hạ tầng miền Bắc (i),20.000.000.000,-,20000000000.0,
Khác,Khác,Khác,95.463.365,2.587.657.141,95463365.0,2587657141.0
b. Phải thu ngắn hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 35),b. Phải thu ngắn hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 35),b. Phải thu ngắn hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 35),450.000.000.000,481.653.884.362,450000000000.0,481653884362.0
Công ty Cố phần Tập đoàn Sunshine,Công ty Cố phần Tập đoàn Sunshine,Công ty Cố phần Tập đoàn Sunshine,,,,
- Đặt cọc chuyển nhượng cổ phần (i),Công ty Cố phần Tập đoàn Sunshine > - Đặt cọc chuyển nhượng cổ phần (i),- Đặt cọc chuyển nhượng cổ phần (i),450.000.000.000,450.000.000.000,450000000000.0,450000000000.0
- Lãi trái phiếu dự thu,Công ty Cố phần Tập đoàn Sunshine > - Lãi trái phiếu dự thu,- Lãi trái phiếu dự thu,-,30.739.726.027,,30739726027.0
Các bên liên quan khác,Công ty Cố phần Tập đoàn Sunshine > Các bên liên quan khác,Các bên liên quan khác,-,914.158.335,,914158335.0
,,,1.102.768.092.140,1.068.721.763.415,1102768092140.0,1068721763415.0
