row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
53,53,53,Công ty TNHH Dịch vụ và Kinh doanh Vinfast,Công ty Dịch vụ và Kinh doanh VINFAST,"80,00","33,52",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Bảo dưỡng, sửa chữa ô tô và xe có động cơ khác",,,80.0,33.52,,
54,54,54,Công ty TNHH General Motors Việt Nam,Công ty General Motors Việt Nam,"100,00","41,90","Đường Ngọc Hồi, xã Tứ Hiệp, huyện Thanh Trì, thành phố Hà Nội",Sản xuất xe có động cơ,,,100.0,41.9,,
55,55,55,Vinfast Germany GmbH,Công ty Vinfast Germany,"100,00","41,90","106ResCowork04, Frankfurt, Alte Oper, Bockenheimer Landstraße 17/19, 60325 Frankfurt am Main, Germany","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ôtô xe máy và các hàng hóa liên quan",,,100.0,41.9,,
56,56,56,Công ty Cổ phần VINFA,Công ty VINFA,"96,39","96,39",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Bán buôn thực phẩm, được phẩm",,,96.39,96.39,,
57,57,57,Công ty Cổ phần Nghiên cứu và Sản xuất Vinsmart,Công ty Vinsmart,"72,03","68,46","Khu Kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, thị trấn Cát Hải, huyện Cát Hải, Thành phố Hải Phòng",Sản xuất thiết bị truyền thông,,,72.03,68.46,,
58,58,58,Công ty Cổ phần Phát Triển Công nghệ VinTech,Công ty VinTech,"80,00","80,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Nghiên cứu và phát triển thực nghiệm khoa học tự nhiên và kỹ thuật,,,80.0,80.0,,
59,59,59,Công ty Nghiên Cửu VinTech Hàn Quốc,Công ty Vintech Hàn Quốc,"100,00","80,00","209 559 Dalseo-Daero, Sindang-dong, Dalseo-gu, Daegu, Korea",Nghiên cứu và phát triển thực nghiệm khoa học tự nhiên và kỹ thuật,,,100.0,80.0,,
60,60,60,Công ty Cổ phần VinID,Công ty VinID,"80,00","80,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Hoạt động trung gian tiền tệ khác,,,80.0,80.0,,
61,61,61,Công ty Cổ Phần People Care,Công ty People Care,"70,00","64,00","Số 9, ngõ 29 Láng Hạ, phường Thành Công, quận Ba Đình, Hà Nội",Hoạt động trung gian tiền tệ khác,,,70.0,64.0,,
62,62,62,Công ty TNHH Việt Nam Grand Prix,Công ty Grand Prix,"100,00","41,90",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Tổ chức, xúc tiến các sự kiện, triển lăm, hội nghị, hội thảo",,,100.0,41.9,,
