row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
10,10,10,Công ty TNHH Xalivico,Công ty Xalivico,"74,00","71,21","Số 233 Nguyễn Trãi, phường Thương Đình, quận Thanh Xuân, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,74.0,71.21,,
11,11,11,Công ty Cổ phần Trung tâm Hội chợ Triển lâm Việt Nam,Công ty Triển lâm Việt Nam,"83,32","83,32","Số 148 đường Giăng Võ, phường Giăng Võ, quận Ba Đình, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,83.32,83.32,,
12,12,12,Công ty Cổ phần Đầu tư Kinh doanh và Phát triển Đô thị Ngôi Sao Phương Nam,Công ty Ngôi Sao Phương Nam,"100,00","99,65","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,99.65,,
13,13,13,Công ty TNHH Metropolis Hà Nội,Công ty Metropolis Hà Nội,"100,00","72,31","Lô đất HH, đường Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,72.31,,
14,14,14,Công ty Cổ phần Sách Việt Nam,Công ty Sách Việt Nam,"65,33","65,33","Số 44 phố Tràng Tiền, phường Tràng Tiền, quận Hoàn Kiểm, thành phố Hà Nội",Xuất bản và kinh doanh sách,,,65.33,65.33,,
15,15,15,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cần Giờ,"99,89","72,23","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,99.89,72.23,,
16,16,16,Công ty TNHH Phát triển Công viên Trung tâm,Công ty Công viên Trung tâm,"100,00","94,00","Phòng 900, tầng 9, tòa nhà IPH, số 241 Xuân Thủy, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,94.0,,
17,17,17,Công ty Cổ phần Đầu tư & Phát triển Sinh Thái,Công ty Sinh Thái,"100,00","72,56","Số 191, phố Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,72.56,,
18,18,18,Công Ty TNHH Đầu Tư Và Phát Triển Đô Thị Gia Lâm,Công ty Đô thị Gia Lâm,"85,00","61,67",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,85.0,61.67,,
19,19,19,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,"70,00","50,90","Số 191, phố Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,70.0,50.9,,
20,20,20,Công ty TNHH Bất động sản Tây Tăng Long,Công ty Tây Tăng Long,"90,00","65,08","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,90.0,65.08,,
