row_label_raw,row_label_full,Đối tượng nợ,Số cuối năm > Giá gốc,Số cuối năm > Giá trị đã được xử lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị đã được xử lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị đã được xử lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị đã được xử lý
Công ty Cổ phần Tập đoàn Đại Dương,Công ty Cổ phần Tập đoàn Đại Dương,Công ty Cổ phần Tập đoàn Đại Dương,22.000.000.000,22.000.000.000,22.000.000.000,-,22000000000.0,22000000000.0,22000000000.0,
Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,Công ty Cổ phần Đầu tư Đại Dương Thăng Long,41.098.537.541,41.098.537.541,41.098.537.541,41.098.537.541,41098537541.0,41098537541.0,41098537541.0,41098537541.0
Công ty TNHH Thương mại và Du lịch Tràng,Công ty TNHH Thương mại và Du lịch Tràng,Công ty TNHH Thương mại và Du lịch Tràng,14.452.509.589,14.452.509.589,14.452.509.589,14.452.509.589,14452509589.0,14452509589.0,14452509589.0,14452509589.0
Tiền Nha Trang Công ty TNHH Đầu tư và Thương mại Topcare,Tiền Nha Trang Công ty TNHH Đầu tư và Thương mại Topcare,Tiền Nha Trang Công ty TNHH Đầu tư và Thương mại Topcare,10.468.046.036,10.468.046.036,10.468.046.036,10.468.046.036,10468046036.0,10468046036.0,10468046036.0,10468046036.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,14.783.309.610,14.783.309.610,3.468.007.172,3.468.007.172,14783309610.0,14783309610.0,3468007172.0,3468007172.0
