row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Doanh thu chưa thực hiện từ dịch vụ giáo dục,Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ giáo dục,Doanh thu chưa thực hiện từ dịch vụ giáo dục,840.824.894.645,682.776.358.364,840824894645.0,682776358364.0
Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ và căn hộ khách sạn,Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ và căn hộ khách sạn,Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ và căn hộ khách sạn,651.932.483.802,609.257.787.507,651932483802.0,609257787507.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",499.784.595.848,-,499784595848.0,
Doanh thu chưa thực hiện từ chương trình khách hàng thân thiết Vingroup Card,Ngắn hạn: > Doanh thu chưa thực hiện từ chương trình khách hàng thân thiết Vingroup Card,Doanh thu chưa thực hiện từ chương trình khách hàng thân thiết Vingroup Card,254.155.517.361,262.847.850.899,254155517361.0,262847850899.0
Doanh thu chưa thực hiện từ dịch vụ khác,Ngắn hạn: > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,226.901.990.919,200.549.479.766,226901990919.0,200549479766.0
TỔNG CỘNG,Ngắn hạn: > TỔNG CỘNG,TỔNG CỘNG,2.473.599.482.575,1.755.431.476.536,2473599482575.0,1755431476536.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ và căn hộ khách sạn,Dài hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ và căn hộ khách sạn,Doanh thu chưa thực hiện từ dịch vụ quản lý cho thuê biệt thụ và căn hộ khách sạn,3.242.268.590.023,5.459.695.246.103,3242268590023.0,5459695246103.0
"Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Dài hạn: > Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ","Doanh thu chưa thực hiện từ dịch vụ quản lý căn hộ, biệt thụ",1.642.103.262.353,-,1642103262353.0,
Doanh thu chưa thực hiện từ phí thương hiệu,Dài hạn: > Doanh thu chưa thực hiện từ phí thương hiệu,Doanh thu chưa thực hiện từ phí thương hiệu,618.333.333.333,-,618333333333.0,
Doanh thu chưa thực hiện từ dịch vụ khác,Dài hạn: > Doanh thu chưa thực hiện từ dịch vụ khác,Doanh thu chưa thực hiện từ dịch vụ khác,215.856.701.753,75.664.116.675,215856701753.0,75664116675.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,5.718.561.887.462,5.535.359.362.778,5718561887462.0,5535359362778.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),Trong đó: > Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),Doanh thu chưa thực hiện với các bên liên quan (Thuyết minh số 37),774.490.032.182,70.705.898.141,774490032182.0,70705898141.0
