row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
32,32,32,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Hà Thành,Công ty Hà Thành,"100,0C","95,69",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,,95.69,,
33,33,33,Công Ty Cổ Phần Đầu Tư Và Phát Triển Du Lịch Phúc An,Công ty Phúc An,"100,0C","92,95",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ lưu trú ngắn ngày,,,,92.95,,
34,34,34,Công ty Cổ phần Kinn doanh và Phát triển thương mại An Thịnh,Công ty An Thịnh,"100,0C","76,44","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,,76.44,,
35,35,35,Công ty Cổ phần Vinpearl,Công ty Vinpearl,"100,0C","93,57","Đảo Hòn Tre, phường Vĩnh Nguyên, thành phố Nha Trang, tỉnh Khánh Hòa","Đầu tư, xây dựng và kinh doanh dịch vụ nhà hàng, khách sạn",,,,93.57,,
36,36,36,Công ty Cổ phần Cảng Nha Trang,Công ty Cảng Nha Trang,"91,94","86,03","Số 05 Trần Phú, phường Vĩnh Nguyên, thành phố Nha Trang, tỉnh Khánh Hòa","Bốc xếp hàng hóa, cho thuê kho bãi",,,91.94,86.03,,
37,37,37,Công ty TNHH Làng - Hoa Thụy Khuế,Công ty Làng Hoa Thụy Khé,"69,99","65,49","Số 14 Thụy Khuê, phường Thụy Khuê, quận Tây Hồ, Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,69.99,65.49,,
38,38,38,Công ty Cổ phần Dịch Vụ Thương mại Tổng Hợp Vincommerce,Công ty Vincommerce,"64,26","64,27","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh",Bán lẻ trong các cửa hàng chuyên doanh,,,64.26,64.27,,
39,39,39,Công ty Cổ phần Kinh doanh và Thương mại Dịch vụ Vinpro,Công ty Vinpro,"64,63","64,29",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Bán lẻ thiết bị nghe nhìn, máy tính, phần mềm và thiết bị viễn thông",,,64.63,64.29,,
40,40,40,Công ty Cổ phần VINDFS,Công ty VINDFS,"80,00","74,86","Ô CC-1 (Phân khu KT-A), khu đô thị Biển An Viên, phường Vĩnh Nguyên, thành phố Nha Trang, tỉnh Khánh Hòa",Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,,,80.0,74.86,,
41,41,41,Công ty Cổ phần Bệnh viện Đa kńca Quốc tế Vinmec,Công ty Vinmec,"100,00","100,00","Số 458, phố Minh Khai, phường Vĩnh Tuy, quận hai Bà Trung, thành phố Hà Nội",Cung cấp các dịch vụ bệnh viện,,,100.0,100.0,,
42,42,42,Công ty TNHH Một thành viên Vinschool,Công ty Vinschool,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,100.0,100.0,,
