row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Đặt cọc cho mục đích đầu tư (i),Đặt cọc cho mục đích đầu tư (i),Đặt cọc cho mục đích đầu tư (i),9 081 320 884 001,1 658 670 826 179,,
Tài sản ngắn hạn khác,Đặt cọc cho mục đích đầu tư (i) > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,307.927.445.627,307.927.445.627,307927445627.0,307927445627.0
TỔNG CỘNG,Đặt cọc cho mục đích đầu tư (i) > TỔNG CỘNG,TỔNG CỘNG,9.389.248.329.628,1.966.598.271.806,9389248329628.0,1966598271806.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Đặt cọc cho mục đích đầu tư (ii),Dài hạn: > Đặt cọc cho mục đích đầu tư (ii),Đặt cọc cho mục đích đầu tư (ii),1.231.431.327.786,7.115.047.177.440,1231431327786.0,7115047177440.0
TỔNG CỘNG,Dài hạn: > TỔNG CỘNG,TỔNG CỘNG,1.231.431.327.786,7.115.047.177.440,1231431327786.0,7115047177440.0
