row_label_raw,row_label_full,TT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%) (*),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%) (*),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
43,43,43,Công ty TNHH Giáo dục và Đào tạo VinAcademy,Công ty VinAcademy,"100,00","99,64",Khu Đô thị Sinh thái Vinhomes Riverside (1),▸ Cung cấp dịch vụ giáo dục,,,100.0,99.64,,
44,44,44,Công ty TNHH D ch vụ Bảo vệ Vincom,Công ty Bảo vệ Vincom,"100,00","100,00",Khu Đô thị Sinh thái Vinhomes Riverside (1),▸ Kinh doanh dịch vụ bảo vệ,,,100.0,100.0,,
45,45,45,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco,Công ty VinEco,"100,00","95,80",Khu Đô thị Sinh thái Vinhomes Riverside (1),▸ Sản xuất và kinh doanh các sản phẩm nông nghệp,,,100.0,95.8,,
46,46,46,Công ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco-Tam Đắc,Công ty VinEco-Tam Đảo,"89,02","85,29","Thôn Cơ Quan, thị trấn Gia Khánh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",▸ Sản xuất và kinh doanh các sản phẩm nông nghệp,,,89.02,85.29,,
47,47,47,Công ty TNHH Nông nghiệp Đồng Nai – VinEco,Công ty VinEco-Đồng Nai,"77,50","74,25","Km13, Quốc Lộ 51, ấp Long Khánh 3, xã Tam Phước, thành phố Biên Hòa, tỉnh Đồng Nai",▸ Sản xuất và kinh doanh các sản phẩm nông nghệp,,,77.5,74.25,,
48,48,48,Công ty TNHH Nông Nghiệp VINECO SAGRI,Công ty VINECO SAGRI,"64,00","61,31","Số 38, đường Phạm Văn Côi, xã Phạm Văn Côi, huyện Củ Chi, thành phố Hồ Chí Minh",▸ Sản xuất và kinh doanh các sản phẩm nông nghệp,,,64.0,61.31,,
49,49,49,Công ty TNHH Kinh doanh Dịch vụ Tổng hợp Vincom,Công ty Dịch vụ Vincom,"100,00","99,64",Khu Đô thị Sinh thái Vinhomes Riverside (1),"▸ Cung cấp các dịch vụ Công nghệ thông tin, kỹ thuật, vệ sinh, cảnh quan môi trường, vận chuyển",,,100.0,99.64,,
50,50,50,Công ty Cổ phần Du lịch và Thủy sân Vạn Phát,Công ty Vạn Phát,"90,00","86,22","Thôn Dương K'Si, xã Đạ Chais, huyện Lạc Dương, tỉnh Lâm Đồng",▸ Sản xuất và kinh doanh các sản phẩm nông nghệp,,,90.0,86.22,,
51,51,51,Công ty TNHH Kinh doanh và Phát triển Thương mại An Phát,Công ty An Phát,"100,00","100,00","Tầng 20A, Tòa nhà Vincom Center Đồng Khôi, 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","▸ Đầu tư, xây dựng và kinh doanh bất động sản",,,100.0,100.0,,
52,52,52,Công ty TNHH Sản xuất và kinh doanh VINFAST,Công ty Sản xuất & kinh doanh VINFAST,"50,80","41,90","Khu Kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, thị Trấn Cát Hải, huyện Cát Hải, thành phố Hải Phòng",▸ Sản xuất xe có động cơ,,,50.8,41.9,,
