row_label_raw,row_label_full,col_0,Don vị tính: VND,Don vị tính: VND_1,numeric__Don vị tính: VND,numeric__Don vị tính: VND_1
,,,Năm nay,Năm trước,,
Vốn đã góp,Vốn đã góp,Vốn đã góp,Vốn đã góp,Vốn đã góp,,
Số đầu năm,Vốn đã góp > Số đầu năm,Số đầu năm,26.377.079.540.000,26.377.079.540.000,26377079540000.0,26377079540000.0
Tăng vốn trong năm,Vốn đã góp > Tăng vốn trong năm,Tăng vốn trong năm,840.000.000.000,-,840000000000.0,
Chia cổ tức bằng cổ phiếu,Vốn đã góp > Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,5.539.132.760.000,-,5539132760000.0,
Số cuối năm,Vốn đã góp > Số cuối năm,Số cuối năm,32.756.212.300.000,26.377.079.540.000,32756212300000.0,26377079540000.0
