row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị (đồng thời là số có khả năng trả nợ) > Số đầu năm
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,14.773.384.437.347,8.245.460.364.882,14773384437347.0,8245460364882.0
- Một đối tác doanh nghiệp,- Một đối tác doanh nghiệp,- Một đối tác doanh nghiệp,1.587.096.583.362,-,1587096583362.0,
- Phải trả đối tượng khác,- Phải trả đối tượng khác,- Phải trả đối tượng khác,13.186.287.853.985,8.245.460.364.882,13186287853985.0,8245460364882.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,14.773.384.437.347,8.245.460.364.882,14773384437347.0,8245460364882.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả cho bên liên quan (Thuyết minh số 37),Trong đó: > Phải trả cho bên liên quan (Thuyết minh số 37),Phải trả cho bên liên quan (Thuyết minh số 37),443.546.679.732,4.543.547.368,443546679732.0,4543547368.0
