row_label_raw,row_label_full,Dự án,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Dự án Vinfast,Dự án Vinfast,Dự án Vinfast,26.684.996.456.465,685.023.176.672,26684996456465.0,685023176672.0
Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,Dự án Vinhomes Long Beach Cần Giờ,12.406.030.755.862,12.273.714.689.320,12406030755862.0,12273714689320.0
