row_label_raw,row_label_full,Bên cho vay/thu xếp tín dụng > Ngân Fàng TMCP Ngoại thương Việt Nam > Trong đó: vay dài hạn đến hạn trả > Ngân Fàng TMCP Đầu tư và Phát triển Việt Nam > Trong đó: vay dài hạn đến hạn trả > Ngân Fàng TMCP Kỹ thương Việt Nam > Các bên thu xếp tín dụng của khoản vay hợp vốn 1 > Trong đó: vay dài hạn đến hạn trả > Các bên thu xếp tín dụng của khoản vay hợp vốn 2 > Các bên thu xếp tín dụng của khoản vay hợp vốn 3,Số cuối năm > Nguyên tệ(USD) > 255.000.000 > 45.000.000 > 400.000.000 > 482.434.957,Số cuối năm > VND > 865.651.887.726 > 82.069.311.040 > 169.072.109.983 > 28.160.000.000 > 1.421.097.869.016 > 5.690.059.921.897 > 1.197.262.500.000 > 8.970.183.052.944 > 7.782.567.389.553,Ngày đáo hạn > Từ tháng 1 năm 2019 đến tháng 12 năm 2027 > Từ tháng 1 năm 2019 đến tháng 10 năm 2024 > Tháng 1 năm 2021 > Từ tháng 1 năm 2019 đến tháng 7 năm 2021 > Từ tháng 4 năm 2020 đến tháng 4 năm 2023 > Tháng 10 năm 2028,"Lãi suất > Lãi suất huy động tiết kiệm đối với khách hàng cá nhân kỳ hạn 12 tháng trả lãi sau (+) biên độ 2,5%/năm đến 3%/năm > Lãi suất huy động tiết kiệm đối với khách hàng cá nhân kỳ hạn 12 tháng trả lãi sau (+) biên độ 2%/năm > Lãi suất huy động tiết kiệm đối với khách hàng cá nhân kỳ hạn 12 tháng trả lãi sau (+) biên độ 3,3%/năm > Lãi suất cố định 9,25%/năm theo Hợp đồng Hoán đổi lãi suất với Ngân hàng TMCP Kỹ thương Việt Nam > Lãi suất cố định 9,15%/năm theo Hợp đồng Hoán đổi lãi suất với Ngân hàng TMCP Kỹ thương Việt Nam > LIBOR đối với kỳ hạn 6 tháng + biên độ 0,95%/năm",Tài sản đảm bảo > (i) > (ii) > (iii) > (iv) > (v) > (vi),numeric__Số cuối năm > Nguyên tệ(USD) > 255.000.000 > 45.000.000 > 400.000.000 > 482.434.957,numeric__Số cuối năm > VND > 865.651.887.726 > 82.069.311.040 > 169.072.109.983 > 28.160.000.000 > 1.421.097.869.016 > 5.690.059.921.897 > 1.197.262.500.000 > 8.970.183.052.944 > 7.782.567.389.553,numeric__Ngày đáo hạn > Từ tháng 1 năm 2019 đến tháng 12 năm 2027 > Từ tháng 1 năm 2019 đến tháng 10 năm 2024 > Tháng 1 năm 2021 > Từ tháng 1 năm 2019 đến tháng 7 năm 2021 > Từ tháng 4 năm 2020 đến tháng 4 năm 2023 > Tháng 10 năm 2028,"numeric__Lãi suất > Lãi suất huy động tiết kiệm đối với khách hàng cá nhân kỳ hạn 12 tháng trả lãi sau (+) biên độ 2,5%/năm đến 3%/năm > Lãi suất huy động tiết kiệm đối với khách hàng cá nhân kỳ hạn 12 tháng trả lãi sau (+) biên độ 2%/năm > Lãi suất huy động tiết kiệm đối với khách hàng cá nhân kỳ hạn 12 tháng trả lãi sau (+) biên độ 3,3%/năm > Lãi suất cố định 9,25%/năm theo Hợp đồng Hoán đổi lãi suất với Ngân hàng TMCP Kỹ thương Việt Nam > Lãi suất cố định 9,15%/năm theo Hợp đồng Hoán đổi lãi suất với Ngân hàng TMCP Kỹ thương Việt Nam > LIBOR đối với kỳ hạn 6 tháng + biên độ 0,95%/năm",numeric__Tài sản đảm bảo > (i) > (ii) > (iii) > (iv) > (v) > (vi)
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,24.898.632.231.119,,,,,24898632231119.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,,23.591.140.420.0791.307.491.811.040,,,,,2.359114042007913e+26,,,
