row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
"Ngắn hạn:Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay","Ngắn hạn:Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay","Ngắn hạn:Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và phải thu từ cho vay",1.699.917.788.342,974.465.191.355,1699917788342.0,974465191355.0
Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,Phải thu từ việc chi hộ,1.744.468.973.097,467.945.317.614,1744468973097.0,467945317614.0
Đặt cọc thực hiện hợp đồng hợp tác kinh doanh (i),Đặt cọc thực hiện hợp đồng hợp tác kinh doanh (i),Đặt cọc thực hiện hợp đồng hợp tác kinh doanh (i),13.950.000.000.000,-,13950000000000.0,
Phải thu khoản đặt cọc cho hợp đồng hợp tác đầu tư,Phải thu khoản đặt cọc cho hợp đồng hợp tác đầu tư,Phải thu khoản đặt cọc cho hợp đồng hợp tác đầu tư,593.000.000.000,935.000.000.000,593000000000.0,935000000000.0
"Đặt cọc, ký quỹ cho mục đích phát triển dự án","Đặt cọc, ký quỹ cho mục đích phát triển dự án","Đặt cọc, ký quỹ cho mục đích phát triển dự án",360.178.092.133,440.875.574.562,360178092133.0,440875574562.0
Phải thu tiền bán hàng do bên thứ ba thu hộ,Phải thu tiền bán hàng do bên thứ ba thu hộ,Phải thu tiền bán hàng do bên thứ ba thu hộ,406.982.535.971,2.185.345.550.269,406982535971.0,2185345550269.0
Đặt cọc để thực hiện nghĩa vụ trái phiếu và trả lãi vay,Đặt cọc để thực hiện nghĩa vụ trái phiếu và trả lãi vay,Đặt cọc để thực hiện nghĩa vụ trái phiếu và trả lãi vay,120.190.140.000,110.646.740.053,120190140000.0,110646740053.0
Phải thu khác,Phải thu khác,Phải thu khác,2.119.177.033.623,634.621.539.535,2119177033623.0,634621539535.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,20.993.914.563.166,5.748.899.913.388,20993914563166.0,5748899913388.0
Trong đó:Phải thu ngắn hạn khác từ các bên liên quan (Thuyết minh số 37),Trong đó:Phải thu ngắn hạn khác từ các bên liên quan (Thuyết minh số 37),Trong đó:Phải thu ngắn hạn khác từ các bên liên quan (Thuyết minh số 37),1.383.111.825.436,-,1383111825436.0,
Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,Dự phòng phải thu ngắn hạn khác khó đòi,(47.849.468.298),(312.027.720.377),-47849468298.0,-312027720377.0
Dài hạn:Đặt cọc thuê gian hàng dài hạn,Dài hạn:Đặt cọc thuê gian hàng dài hạn,Dài hạn:Đặt cọc thuê gian hàng dài hạn,212.873.405.432,82.362.006.303,212873405432.0,82362006303.0
Đặt cọc thực hiện nghĩa vụ trái phiếu,Đặt cọc thực hiện nghĩa vụ trái phiếu,Đặt cọc thực hiện nghĩa vụ trái phiếu,-,120.190.140.000,,120190140000.0
Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,Đặt cọc thực hiện hợp đồng hợp tác kinh doanh,73.366.827.000,73.366.827.000,73366827000.0,73366827000.0
Phải thu khác,Phải thu khác,Phải thu khác,19.300.853.297,18.699.134.999,19300853297.0,18699134999.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,305.541.085.729,294.618.108.302,305541085729.0,294618108302.0
