row_label_raw,row_label_full,Tên công ty,Tỷ lệ biểu quyết (%)(đồng thời là tỷ lệ sở hữu),Tỷ lệ biểu quyết (%)(đồng thời là tỷ lệ sở hữu)_1,Hoạt động chính,numeric__Tỷ lệ biểu quyết (%)(đồng thời là tỷ lệ sở hữu),numeric__Tỷ lệ biểu quyết (%)(đồng thời là tỷ lệ sở hữu)_1,numeric__Hoạt động chính
Tên công ty,Tên công ty,Tên công ty,Số cuối năm,Số đầu năm,Hoạt động chính,,,
"Công ty Cổ phần Du lịch Phú Quốc (""Công ty Du lịch Phú Quốc"")","Tên công ty > Công ty Cổ phần Du lịch Phú Quốc (""Công ty Du lịch Phú Quốc"")","Công ty Cổ phần Du lịch Phú Quốc (""Công ty Du lịch Phú Quốc"")","30,00","30,00",Cung cấp dịch vụ lưu trú ngắn ngày,30.0,30.0,
"Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng (""Công ty Việt Thắng"") (i)","Tên công ty > Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng (""Công ty Việt Thắng"") (i)","Công ty Cổ phần Thức ăn chăn nuôi Việt Thắng (""Công ty Việt Thắng"") (i)","40,00",-,Sản xuất thức ăn chăn nuôi,40.0,,
"Công ty Cổ phần Giống vật nuôi Hà Nội (""Công ty Giống vật nuôi Hà Nội"")","Tên công ty > Công ty Cổ phần Giống vật nuôi Hà Nội (""Công ty Giống vật nuôi Hà Nội"")","Công ty Cổ phần Giống vật nuôi Hà Nội (""Công ty Giống vật nuôi Hà Nội"")","37,63","37,63",Chăn nuôi gia súc,37.63,37.63,
"Công ty TNHH Linh kiện nhựa ô tô Vinfast-An Phát (""Công ty Vinfast-An Phát"") (ii)","Tên công ty > Công ty TNHH Linh kiện nhựa ô tô Vinfast-An Phát (""Công ty Vinfast-An Phát"") (ii)","Công ty TNHH Linh kiện nhựa ô tô Vinfast-An Phát (""Công ty Vinfast-An Phát"") (ii)","50,00",-,Sản xuất linh kiện nhựa ô tô,50.0,,
"Công ty Cổ phần In sách Việt Nam (""Công ty In sách Việt Nam"")","Tên công ty > Công ty Cổ phần In sách Việt Nam (""Công ty In sách Việt Nam"")","Công ty Cổ phần In sách Việt Nam (""Công ty In sách Việt Nam"")","35,00","35,00",In ấn,35.0,35.0,
