row_label_raw,row_label_full,col_0,Hoạt động môi giới chứng khoán và cho vay,Hoạt động môi giới chứng khoán và cho vay_1,Hoạt động tự doanh chứng khoán,Hoạt động tự doanh chứng khoán_1,Hoạt động tư vấn đầu tư,Hoạt động tư vấn đầu tư_1,Các hoạt động khác,Các hoạt động khác_1,Tổng cộng,Tổng cộng_1,numeric__Hoạt động môi giới chứng khoán và cho vay,numeric__Hoạt động môi giới chứng khoán và cho vay_1,numeric__Hoạt động tự doanh chứng khoán,numeric__Hoạt động tự doanh chứng khoán_1,numeric__Hoạt động tư vấn đầu tư,numeric__Hoạt động tư vấn đầu tư_1,numeric__Các hoạt động khác,numeric__Các hoạt động khác_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2017VND,2016VND,2017VND,2016VND,2017VND,2016VND,2017VND,2016VND,2017VND,2016VND,,,,,,,,,,
Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,,,,,,,,,7.131.672.268,1.489.970.079,,,,,,,,,7131672268.0,1489970079.0
Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,,,,,,,,,121.982.000.608,23.222.845.737,,,,,,,,,121982000608.0,23222845737.0
Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,,,,,,,,,14.915.900.645,12.458.541.905,,,,,,,,,14915900645.0,12458541905.0
Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,Tài sản không phân bổTrà trước cho người bánTài sản ngắn hạn khácTài sản cố địnhTài sản dài hạn khác,,,,,,,,,92.838.934.685,82.660.054.106,,,,,,,,,92838934685.0,82660054106.0
Tổng tài sản không phân bổ,Tổng tài sản không phân bổ,Tổng tài sản không phân bổ,,,,,,,,,236.868.508.206,119.831.411.827,,,,,,,,,236868508206.0,119831411827.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,,,,,4.271.280.044.736,3.518.469.718.806,,,,,,,,,4271280044736.0,3518469718806.0
"Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn",,,,,,,,,5.557.395.701,2.967.033.320,,,,,,,,,5557395701.0,2967033320.0
"Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn",5.518.889.262,2.935.890.466,38.506.439,31.142.854,-,-,-,-,1.437.133.768.710,1.394.080.117.957,5518889262.0,2935890466.0,38506439.0,31142854.0,,,,,1437133768710.0,1394080117957.0
"Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn",-,-,-,-,-,-,-,1.437.133.768.710,1.437.133.768.710,1.394.080.117.957,,,,,,,,1437133768710.0,1437133768710.0,1394080117957.0
"Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn","Nợ phải trả của bộ phậnPhải trả hoạt độnggiao dịch chứng khoánNhận ký quỹ, ký cượcngắn hạnNhận ký quỹ, ký cượcdài hạn",-,-,-,-,-,-,-,1.373.385.670,247.565.500,1.373.385.670,,,,,,,,1373385670.0,247565500.0,1373385670.0
Tổng nợ phải trả của bộ phận,Tổng nợ phải trả của bộ phận,Tổng nợ phải trả của bộ phận,5.518.889.262,2.935.890.466,38.506.439,31.142.854,-,-,-,1.438.507.154.380,1.394.327.683.457,1.444.064.550.081,5518889262.0,2935890466.0,38506439.0,31142854.0,,,,1438507154380.0,1394327683457.0,1444064550081.0
