row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Tổng lợi nhuận kế toán trước thuếTrừ,Tổng lợi nhuận kế toán trước thuếTrừ,Tổng lợi nhuận kế toán trước thuếTrừ,24.168.326.275,16.817.984.944,24168326275.0,16817984944.0
- Thu nhập cổ tức không chịu thuế,- Thu nhập cổ tức không chịu thuế,- Thu nhập cổ tức không chịu thuế,(7.703.573.776),(18.291.553.215),-7703573776.0,-18291553215.0
- Chênh lệch tăng/giảm về đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,- Chênh lệch tăng/giảm về đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,- Chênh lệch tăng/giảm về đánh giá lại các TSTC ghi nhận thông qua lãi/lỗ,15.534.650.365,-,15534650365.0,
- Hoàn nhập các chênh lệch tạm thời Cộng,- Hoàn nhập các chênh lệch tạm thời Cộng,- Hoàn nhập các chênh lệch tạm thời Cộng,(1.027.000.000),(820.700.000),-1027000000.0,-820700000.0
- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,- Chi phí không được khấu trừ thuế,1.393.881.527,308.870.768,1393881527.0,308870768.0
Lỗ tính thuế thu nhập doanh nghiệp,Lỗ tính thuế thu nhập doanh nghiệp,Lỗ tính thuế thu nhập doanh nghiệp,32.366.284.391,(1.985.397.503),32366284391.0,-1985397503.0
Chênh lệch tạm thời không được ghi nhận,Chênh lệch tạm thời không được ghi nhận,Chênh lệch tạm thời không được ghi nhận,-,1.985.397.503,,1985397503.0
Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,(32.366.284.391),-,-32366284391.0,
Chi phí thuế thu nhập doanh nghiệp – hiện hành,Chi phí thuế thu nhập doanh nghiệp – hiện hành,Chi phí thuế thu nhập doanh nghiệp – hiện hành,-,-,,
Chi phí thuế thu nhập doanh nghiệp – hoãn lại,Chi phí thuế thu nhập doanh nghiệp – hiện hành > Chi phí thuế thu nhập doanh nghiệp – hoãn lại,Chi phí thuế thu nhập doanh nghiệp – hoãn lại,(205.400.000),(164.140.000),-205400000.0,-164140000.0
