row_label_raw,row_label_full,col_0,2017VND,2016VND,numeric__2017VND,numeric__2016VND
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,66.626.714.813,34.768.275.771,66626714813.0,34768275771.0
Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,Trích lập dự phòng phải thu khó đòi,,-,,
- hoạt động quản lý,Trích lập dự phòng phải thu khó đòi > - hoạt động quản lý,- hoạt động quản lý,138.700.000,,138700000.0,
Chi phí văn phòng phẩm,Trích lập dự phòng phải thu khó đòi > Chi phí văn phòng phẩm,Chi phí văn phòng phẩm,234.614.681,244.442.467,234614681.0,244442467.0
"Chi phí công cụ, dụng cụ","Trích lập dự phòng phải thu khó đòi > Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",330.688.391,352.613.841,330688391.0,352613841.0
Chi phí khấu hao TSCĐ,Trích lập dự phòng phải thu khó đòi > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,2.442.115.633,3.032.803.091,2442115633.0,3032803091.0
"Chi phí thuế, phí và lệ phí","Trích lập dự phòng phải thu khó đòi > Chi phí thuế, phí và lệ phí","Chi phí thuế, phí và lệ phí",90.137.774,87.490.000,90137774.0,87490000.0
"Chi phí hội nghị, tổng kết","Trích lập dự phòng phải thu khó đòi > Chi phí hội nghị, tổng kết","Chi phí hội nghị, tổng kết",1.110.242.922,3.382.726.608,1110242922.0,3382726608.0
Chi công tác phí,Trích lập dự phòng phải thu khó đòi > Chi công tác phí,Chi công tác phí,1.829.749.457,1.452.888.637,1829749457.0,1452888637.0
"Chi phí tiếp khách, quả tặng","Trích lập dự phòng phải thu khó đòi > Chi phí tiếp khách, quả tặng","Chi phí tiếp khách, quả tặng",4.737.423.743,2.879.590.897,4737423743.0,2879590897.0
Chi phí dịch vụ mua ngoài,Trích lập dự phòng phải thu khó đòi > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.801.669.112,9.771.562.071,12801669112.0,9771562071.0
Chi phí khác,Trích lập dự phòng phải thu khó đòi > Chi phí khác,Chi phí khác,4.912.352.785,2.341.023.834,4912352785.0,2341023834.0
,,,95.254.409.311,58.313.417.217,95254409311.0,58313417217.0
