row_label_raw,row_label_full,2017,Số lượng bánDon vị,Tổng giá trị bánVND,Tổng giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chứng khoán trong năm VND,numeric__Số lượng bánDon vị,numeric__Tổng giá trị bánVND,numeric__Tổng giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lỗ bán chứng khoán trong năm VND
Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,13.791.490,143.444.865.700,251.955.674.471,(108.510.808.771),13791490.0,143444865700.0,251955674471.0,-108510808771.0
Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,130.000,1.040.000.000,1.742.000.000,(702.000.000),130000.0,1040000000.0,1742000000.0,-702000000.0
Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,,144.484.865.700,253.697.674.471,(109.212.808.771),,144484865700.0,253697674471.0,-109212808771.0
2016,2016,2016,Số lượng bánDon vị,Tổng giá trị bánVND,Tổng giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chứng khoán trong năm VND,,,,
Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,2016 > Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,8.883.610,189.008.474.500,259.240.017.017,(70.231.542.517),8883610.0,189008474500.0,259240017017.0,-70231542517.0
Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,2016 > Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,488.000,14.298.400.000,15.372.000.000,(1.073.600.000),488000.0,14298400000.0,15372000000.0,-1073600000.0
Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,2016 > Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,Cổ phiếu niêm yết Cổ phiếu chưa niêm yết,,203.306.874.500,274.612.017.017,(71.305.142.517),,203306874500.0,274612017017.0,-71305142517.0
