row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,31/12/2017 VND,31/12/2016 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__31/12/2016 VND
C,C,C,NỘ PHẢI TRẢ(300 = 310 + 340),300,,2.986.707.500.291,2.194.292.794.895,,300.0,,2986707500291.0,2194292794895.0
I,I,I,Nợ phải trả ngắn hạn,310,,2.257.412.289.803,1.864.754.475.140,,310.0,,2257412289803.0,1864754475140.0
1,1,1,Vay và nợ thuê tài chính ngắn hạn,311,,679.990.000.000,399.797.851.686,,311.0,,679990000000.0,399797851686.0
1.1,1.1,1.1,Vay ngắn hạn,312,22,679.990.000.000,399.797.851.686,,312.0,22.0,679990000000.0,399797851686.0
6,6,6,Phải trả hoạt động giao dịch chứng khoán,318,23,5.557.395.701,2.967.033.320,,318.0,23.0,5557395701.0,2967033320.0
8,8,8,Phải trả người bán ngắn hạn,320,,9.899.849.301,3.402.175.244,,320.0,,9899849301.0,3402175244.0
9,9,9,Người mua trả tiền trước ngắn hạn,321,,1.786.002.000,1.554.002.000,,321.0,,1786002000.0,1554002000.0
10,10,10,Thuế và các khoản phải nộp Nhà nước,322,24(b),11.826.913.224,7.360.455.262,,322.0,,11826913224.0,7360455262.0
11,11,11,Phải trả người lao động,323,,6.499.013.027,1.249.318.234,,323.0,,6499013027.0,1249318234.0
12,12,12,Các khoản trích nộp phúc lợi nhân viên,324,,1.740.521.874,1.260.527.299,,324.0,,1740521874.0,1260527299.0
13,13,13,Chỉ phí phải trả ngắn hạn,325,25,93.088.341.540,34.956.726.087,,325.0,25.0,93088341540.0,34956726087.0
15,15,15,Doanh thu chưa thực hiện ngắn hạn,327,,339.633.825,447.022.592,,327.0,,339633825.0,447022592.0
16,16,16,"Nhận ký quỹ, ký cược ngắn hạn",328,26,1.437.133.768.710,1.394.080.117.957,,328.0,26.0,1437133768710.0,1394080117957.0
17,17,17,"Các khoản phải trả, phải nộp khác ngắn hạn",329,,8.092.977.804,16.817.949.403,,329.0,,8092977804.0,16817949403.0
19,19,19,"Quỹ khen thưởng, phúc lợi",331,,1.457.872.797,861.296.056,,331.0,,1457872797.0,861296056.0
II,II,II,Nợ phải trả dài hạn,340,,729.295.210.488,329.538.319.755,,340.0,,729295210488.0,329538319755.0
4,4,4,Trái phiếu phát hành dài hạn,346,27,727.921.824.818,329.290.754.255,,346.0,27.0,727921824818.0,329290754255.0
10,10,10,"Nhận ký quỹ, ký cược dài hạn",352,,1.373.385.670,247.565.500,,352.0,,1373385670.0,247565500.0
D,D,D,VỐN CHỦ SỞ HỮU(400 = 410),400,,1.284.572.544.445,1.324.176.923.911,,400.0,,1284572544445.0,1324176923911.0
I,I,I,Vốn chủ sở hữu,410,,1.284.572.544.445,1.324.176.923.911,,410.0,,1284572544445.0,1324176923911.0
1,1,1,Vốn đầu tư của chủ sở hữu,411,28(a),1.221.230.286.300,1.221.238.014.300,,411.0,,1221230286300.0,1221238014300.0
1.1,1.1,1.1,Vốn cổ phần,411.1,28(a),1.221.242.800.000,1.221.242.800.000,,4111.0,,1221242800000.0,1221242800000.0
a,a,a,Cổ phiếu phố thông có quyền biểu quyết,411.1a,28(a),1.221.242.800.000,1.221.242.800.000,,,,1221242800000.0,1221242800000.0
1.5,1.5,1.5,Cổ phiếu quỹ,411.5,28(a),(12.513.700),(4.785.700),,4115.0,,-12513700.0,-4785700.0
4,4,4,Quỹ dự trữ bổ sung vốn điều lệ,414,,6.194.502.054,4.996.355.740,,414.0,,6194502054.0,4996355740.0
5,5,5,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,415,,6.184.517.954,4.986.371.640,,415.0,,6184517954.0,4986371640.0
6,6,6,Các quỹ khác thuộc vốn chủ sở hữu,416,,832.692.247,-,,416.0,,832692247.0,
7,7,7,Lợi nhuận chưa phân phối,417,28(b),50.130.545.890,92.956.182.231,,417.0,,50130545890.0,92956182231.0
7.1,7.1,7.1,Lợi nhuận đã thực hiện,417.1,,65.665.196.255,92.956.182.231,,4171.0,,65665196255.0,92956182231.0
7.2,7.2,7.2,Lỗ chưa thực hiện,417.2,,(15.534.650.365),-,,4172.0,,-15534650365.0,
,,,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU(440 = 300 + 400),440,,4.271.280.044.736,3.518.469.718.806,,440.0,,4271280044736.0,3518469718806.0
